M_G,M_G_ext,M_bp,M_bp_ext,M_rp,M_rp_ext,bp-rp,bp-rp_ext,logTeff,logLum,logAge,logMass
2.6178039029891345,2.6064639029891348,2.825621902989135,2.8121279029891353,2.251704902989135,2.243130902989135,0.5739169999999998,0.5689970000000004,3.817697554763024,0.827123646268231,9.199755177253476,0.0969100130080564
2.7522244013744865,2.7522244013744865,2.897922401374487,2.897922401374487,2.4578474013744867,2.4578474013744867,0.4400750000000002,0.4400750000000002,3.858176137982345,0.7664661192845115,8.81756536955978,0.1643528557844371
3.0803865187203296,3.0798195187203294,3.2782165187203294,3.27754181872033,2.729451518720329,2.7290228187203294,0.5487650000000004,0.5485190000000006,3.8298181874388777,0.6452715764302022,9.086359830674748,0.1205739312058499
3.330134982213446,3.3295679822134456,3.526609982213447,3.5259352822134478,2.963020982213447,2.962592282213447,0.5635890000000003,0.5633430000000006,3.816903839375661,0.5391328671616431,9.239049093140192,0.0969100130080564
2.800111085018594,2.7991660850185944,2.9525320850185937,2.9514075850185932,2.511858085018594,2.511143585018594,0.44067399999999957,0.4402639999999991,3.8600383898071935,0.7584008569971736,8.789580712164426,0.167317334748176
2.15623939190586,2.15491639190586,2.3599133919058604,2.3583390919058607,1.8004313919058603,1.79943109190586,0.559482,0.5589080000000006,3.818423855092079,1.0188973009544924,9.34478512263266,0.1760912590556812
3.91857498744273,3.9181969874427303,4.15914498744273,4.15869518744273,3.5139239874427304,3.51363818744273,0.6452209999999994,0.6450569999999995,3.789933080931751,0.3021208750793859,9.58624963886604,0.0863598306747482
3.0973906937279754,3.0973906937279754,3.289049693727975,3.289049693727975,2.7607246937279752,2.7607246937279752,0.5283249999999997,0.5283249999999997,3.8360074591255313,0.6346756601359974,8.938519725176493,0.1271047983648076
2.8483153971814197,2.8475593971814197,3.048602397181419,3.047702797181419,2.49152139718142,2.49094979718142,0.5570809999999993,0.5567529999999987,3.8224296237793567,0.7340118664730988,9.230193378869046,0.1139433523068367
3.4822693897512496,3.4822693897512496,3.7112163897512502,3.7112163897512502,3.0918033897512496,3.0918033897512496,0.6194130000000007,0.6194130000000007,3.807873132003332,0.4815932724579126,9.339650157613685,0.08278537031645
3.05882323074659,3.0584452307465897,3.2950002307465898,3.2945504307465896,2.6601952307465897,2.6599094307465894,0.6348050000000001,0.6346410000000002,3.7993405494535817,0.653575682999436,9.501333178645568,0.1271047983648076
3.254711215576666,3.2543332155766658,3.427588215576666,3.4271384155766658,2.9368502155766665,2.936564415576666,0.49073799999999945,0.4905739999999996,3.843170464519898,0.5746793303875859,8.788168371141168,0.1335389083702175
2.3028092774687003,2.3020532774687004,2.4532862774687,2.4523866774686995,2.0244422774687,2.0238706774687003,0.4288439999999998,0.42851599999999923,3.8590181438888944,0.9604266798974616,9.087071205906536,0.1986570869544226
2.878797865610924,2.877852865610924,3.0979768656109234,3.096852365610923,2.501084865610924,2.500370365610924,0.5968919999999995,0.5964819999999991,3.8107028609471167,0.7213551748885622,9.43980621139333,0.1205739312058499
3.364506268420346,3.363561268420346,3.5847332684203455,3.583608768420346,2.9862572684203457,2.985542768420345,0.5984759999999998,0.5980660000000011,3.811507979945327,0.5282781393919317,9.28712962071911,0.0863598306747482
3.2666345865682853,3.262287586568286,3.493941586568285,3.4887688865682858,2.878307586568285,2.8750208865682847,0.615634,0.6137480000000011,3.8067902715840662,0.6765861290137108,9.469822015978163,0.1072099696478683
3.0591991025940546,3.058821102594054,3.2314691025940547,3.2310193025940546,2.745360102594055,2.7450743025940545,0.4861089999999999,0.48594500000000007,3.8451600776519457,0.6577513625564011,8.784617292632875,0.1367205671564068
3.225591230028815,3.2254022300288154,3.4334842300288146,3.4332593300288146,2.8634142300288152,2.863271330028815,0.5700699999999994,0.5699879999999995,3.81544491624435,0.5904134569064461,9.365675140455918,0.1139433523068367
3.0873976623573824,3.0866416623573825,3.266037662357382,3.265138062357382,2.7642856623573824,2.7637140623573826,0.5017519999999998,0.5014239999999992,3.841484609335393,0.6299353276052404,8.891537457672564,0.1367205671564068
2.2672315157897005,2.2027825157897007,2.4938045157896997,2.4171136157896997,1.8762065157897005,1.8274776157897001,0.6175979999999992,0.5896359999999996,3.805296916157985,0.959279568543088,9.390581878550435,0.173186268412274
2.7525205996187996,2.7519535996187994,2.9220555996188002,2.9213808996188,2.4515565996188,2.4511278996188004,0.4704990000000002,0.4702529999999996,3.8505849763520312,0.7667198680519064,8.880241775895481,0.1553360374650618
3.240294176265637,3.240294176265637,3.464405176265637,3.464405176265637,2.8560431762656373,2.8560431762656373,0.6083619999999996,0.6083619999999996,3.807940721215499,0.5773743176314292,9.42209716313171,0.093421685162235
1.6469200920041294,1.6467310920041296,1.7914040920041296,1.7911791920041296,1.3679570920041293,1.3678141920041291,0.42344700000000035,0.42336500000000044,3.8632038590286295,1.2400476980891684,8.921166050637739,0.1818435879447725
3.176862437737605,3.1766734377376054,3.3749564377376045,3.3747315377376044,2.8243634377376052,2.824220537737605,0.5505929999999992,0.5505109999999993,3.8632038590286295,0.6226225236606342,8.921166050637739,0.1818435879447725
3.0483336774219723,3.047766677421972,3.2268246774219715,3.226149977421972,2.7259426774219726,2.725513977421973,0.5008819999999989,0.5006359999999992,3.8356905714924254,0.656301745424809,9.017867718963506,0.1303337684950061
2.9053128155447725,2.9051238155447727,3.1017668155447726,3.1015419155447725,2.5530098155447725,2.5528669155447723,0.5487570000000002,0.5486750000000002,3.832061614590727,0.7042156990347964,9.005180512503781,0.1205739312058499
2.78954338023122,2.7891653802312195,2.9422563802312194,2.941806580231219,2.50101238023122,2.5007265802312197,0.4412439999999993,0.4410799999999995,3.8560639533331,0.7629734687934373,8.90471554527868,0.167317334748176
2.9629120325866785,2.961778032586678,3.1497910325866787,3.148441632586678,2.627819032586678,2.626961632586678,0.5219720000000008,0.5214800000000004,3.83714634390906,0.6957636574421701,8.971739590887779,0.1303337684950061
2.776786402019777,2.772250402019777,2.9381104020197775,2.9327128020197772,2.475368402019777,2.4719388020197774,0.46274200000000043,0.4607739999999998,3.85076872692888,0.7639344000570157,8.91539983521227,0.1583624920952496
2.9236288213115715,2.920415821311572,3.1490318213115707,3.14520852131157,2.533590821311571,2.531161521311571,0.6154409999999997,0.6140469999999993,3.808818425092124,0.716213007141089,9.42422807069598,0.0969100130080564
3.4125419972810125,3.412163997281013,3.6401749972810116,3.6397251972810114,3.0257549972810125,3.025469197281012,0.6144199999999991,0.6142559999999992,3.803593664771344,0.5245846000597836,9.479575310174988,0.0899051114393979
3.5070839065230164,3.506705906523017,3.7229739065230163,3.722524106523016,3.1343019065230155,3.134016106523015,0.5886720000000008,0.5885080000000009,3.815909650886775,0.466050630733924,9.160768561861127,0.0899051114393979
2.4695644764449236,2.469375476444924,2.634554476444923,2.634329576444923,2.1662694764449233,2.166126576444923,0.46828499999999984,0.4682029999999999,3.8494808372439855,0.8867747623837925,9.10277661488344,0.1760912590556812
3.3426348340358363,3.3416898340358365,3.5588188340358364,3.557694334035837,2.9657918340358354,2.9650773340358345,0.5930270000000011,0.5926170000000024,3.81298016603948,0.533577281031878,9.326745379565322,0.0969100130080564
3.10890034632279,3.1087113463227904,3.2934233463227898,3.2931984463227897,2.7760943463227896,2.7759514463227895,0.5173290000000001,0.5172470000000002,3.8372727025023,0.6338493970169994,8.879669205632053,0.1238516409670858
2.9142212119257946,2.9142212119257946,3.1018012119257943,3.1018012119257943,2.5805612119257946,2.5805612119257946,0.5212399999999997,0.5212399999999997,3.835056101720116,0.7039360631855595,9.040206627574712,0.1303337684950061
2.974396140036032,2.971561140036032,3.157217140036032,3.1538436400360315,2.643035140036032,2.640891640036032,0.5141819999999999,0.5129519999999994,3.8387861449465945,0.694213587105208,8.904174368284163,0.1303337684950061
2.204250174238161,2.2036831742381606,2.4173931742381605,2.41671847423816,1.835262174238161,1.8348334742381613,0.5821309999999995,0.5818849999999989,3.815644149131965,0.9940723034989386,9.395675785269937,0.143014800254095
2.4301514832322972,2.424481483232297,2.604172483232298,2.597425483232298,2.1070164832322975,2.102729483232298,0.4971560000000004,0.49469600000000025,3.833147111912785,0.9011761290414289,9.149527013754348,0.1367205671564068
3.774956533170722,3.774956533170722,4.000995533170722,4.000995533170722,3.3847035331707227,3.3847035331707227,0.6162919999999996,0.6162919999999996,3.808413551400368,0.3671053745525669,9.202488317060094,0.0718820073061253
3.544056147645076,3.543300147645075,3.7541821476450767,3.7532825476450764,3.1801281476450765,3.179556547645076,0.5740540000000003,0.5737260000000006,3.816705183666516,0.4718576562821757,9.256717745977486,0.2227164711475832
3.343036475207688,3.342280475207687,3.5315324752076886,3.5306328752076883,3.0000734752076887,2.999501875207688,0.5314589999999999,0.5311310000000002,3.835880731817394,0.5259123086196686,8.88252453795488,0.1205739312058499
2.0442677697395935,2.0442677697395935,2.271751769739594,2.271751769739594,1.6576797697395937,1.6576797697395937,0.6140720000000002,0.6140720000000002,3.8063156698081135,1.0634015194436277,9.453471233722937,0.1398790864012364
3.052789130597205,3.052600130597205,3.2278021305972047,3.2275772305972046,2.7326181305972055,2.7324752305972053,0.4951839999999992,0.49510199999999926,3.84210976344061,0.6523351833434525,8.874481817699467,0.1367205671564068
3.473562158783431,3.4733731587834313,3.688499158783431,3.688274258783432,3.1027141587834306,3.1025712587834304,0.5857850000000004,0.5857030000000014,3.8149796837607566,0.4818035162624784,9.210050849875138,0.0899051114393979
2.9898665737589347,2.9898665737589347,3.1899355737589348,3.1899355737589348,2.6389845737589344,2.6389845737589344,0.5509510000000004,0.5509510000000004,3.827175348298693,0.67447607315027,9.072249897613515,0.1139433523068367
2.2144251850735515,2.1802161850735517,2.4393981850735518,2.398691285073552,1.8330571850735513,1.8071922850735511,0.6063410000000005,0.5914990000000007,3.807940721215499,1.0431915529814355,9.377852419006755,0.1760912590556812
3.575694118301941,3.574938118301941,3.7896941183019415,3.788794518301941,3.2034731183019414,3.2029015183019416,0.5862210000000001,0.5858929999999996,3.8159760009719856,0.4431500718660233,9.11226976841727,0.0863598306747482
3.5809366873742423,3.5805586873742428,3.8301306873742433,3.829680887374243,3.1707476873742433,3.170461887374243,0.659383,0.6592190000000002,3.795810524667409,0.4388374738071572,9.547774705387823,0.1003705451175629
3.3862329638214854,3.3860439638214856,3.6247959638214855,3.6245710638214854,2.9851489638214854,2.9850060638214853,0.6396470000000001,0.6395650000000002,3.803730170974544,0.4854611266167733,9.47202469770028,0.0899051114393979
2.5073696056347465,2.501132605634747,2.6548506056347465,2.6474289056347464,2.227354605634747,2.2226389056347466,0.42749599999999965,0.4247899999999998,3.8614746688571686,0.8746604621105472,8.942999593366041,0.1818435879447725
3.4644430252851794,3.464254025285179,3.6762430252851797,3.6760181252851805,3.0971690252851793,3.097026125285179,0.5790740000000003,0.5789920000000013,3.8283376000590046,0.4869210748569733,8.875639937004168,0.1003705451175629
2.945477859280558,2.945477859280558,3.1273488592805583,3.1273488592805583,2.634749859280559,2.634749859280559,0.49259899999999934,0.49259899999999934,3.851380667965597,0.6952439227536723,8.725911632295048,0.1492191126553798
