Mass,Age,Lbol,Rad,logAge,T/Tsun,Teff,logMass,logTeff,logLum
0.38,1.11,0.67,2.04,6.045322978786658,0.6334372762436105,3655.5665212018757,-0.42021640338318983,3.56295469127092,-0.17392519729917352
0.56,0.97,1.09,2.2,5.986771734266245,0.6888827090068826,3975.54211367872,-0.25181197299379954,3.5993963583827155,0.03742649794062367
0.5,1.67,0.57,1.67,6.222716471147583,0.6723733295778394,3880.266484993711,-0.3010299956639812,3.588861552652994,-0.24412514432750865
0.47,1.77,0.51,1.6,6.247973266361806,0.6680862794459471,3855.525918682561,-0.3279021420642826,3.5860836270051846,-0.2924298239020636
0.71,4.63,0.46,1.3,6.665580991017953,0.7223002775921078,4168.394901984054,-0.14874165128092473,3.619968856075638,-0.3372421683184259
0.98,3.57,0.85,1.6,6.552668216112194,0.7590925691777027,4380.723216724523,-0.00877392430750515,3.6415458144092736,-0.07058107428570727
0.39,0.95,0.83,2.24,5.977723605288848,0.6377427261703794,3680.4132727292595,-0.4089353929735008,3.5658965882355997,-0.0809219076239261
1.04,5.97,0.68,1.4,6.775974331129369,0.7674731847914633,4429.087749431535,0.01703333929878037,3.646314284646103,-0.16749108729376366
0.63,2.26,0.64,1.6,6.354108439147401,0.7071067811865475,4080.7132342275654,-0.2006594505464183,3.6107360764766723,-0.1938200260161128
0.54,2.57,0.45,1.43,6.409933123331294,0.6849125273382368,3952.6301952689646,-0.2676062401770315,3.5968861840199677,-0.3467874862246563
0.79,3.55,0.62,1.47,6.550228353055094,0.7318789477437259,4223.673407429042,-0.10237290870955855,3.6256903293091383,-0.2076083105017461
0.4,0.17,1.78,3.23,5.230448921378274,0.6426932510836187,3708.9827520035637,-0.3979400086720376,3.5692548137203346,0.250420002308894
0.55,1.77,0.62,1.67,6.247973266361806,0.6866567391977867,3962.696041910427,-0.2596373105057561,3.5979907611094344,-0.2076083105017461
0.86,0.9,2.04,2.56,5.954242509439325,0.7469431678380292,4310.609021593266,-0.06550154875643228,3.6345386335092127,0.3096301674258988
0.33,2.34,0.26,1.32,6.3692158574101425,0.6215218074133542,3586.8023505824667,-0.4814860601221125,3.554707445698442,-0.585026652029182
0.65,1.38,1.03,2.01,6.139879086401237,0.7105772149195307,4100.7411073006115,-0.1870866433571444,3.6128623517747114,0.012837224705172217
0.4,1.78,0.41,1.55,6.250420002308894,0.6427322844791575,3709.2080137292182,-0.3979400086720376,3.569281189403451,-0.38721614328026455
1.0,11.14,0.47,1.15,7.04688519083771,0.7721035411754974,4455.809536123796,0.0,3.6489266186157865,-0.3279021420642826
0.52,1.24,0.79,1.93,6.093421685162235,0.6786222868069298,3916.329217162792,-0.2839966563652008,3.5928791926273864,-0.10237290870955855
0.29,2.7,0.19,1.21,6.431363764158987,0.6001996185526941,3463.7519986675975,-0.5376020021010439,3.5395467893886448,-0.721246399047171
1.39,3.97,1.49,1.84,6.598790506763115,0.814493561499818,4700.44234341545,0.14301480025409505,3.672138729906963,0.17318626841227402
0.65,1.65,0.87,1.85,6.217483944213907,0.7100582029089688,4097.745888987659,-0.1870866433571444,3.6125450232618106,-0.060480747381381476
0.59,3.29,0.42,1.34,6.517195897949974,0.6954404112163927,4013.386613129802,-0.22914798835785583,3.603510997725734,-0.37675070960209955
1.25,0.95,3.35,2.93,5.977723605288848,0.7903644387226543,4561.193175868438,0.09691001300805642,3.6590784658908193,0.5250448070368452
1.3,5.27,1.14,1.64,6.721810615212546,0.8068713384618253,4656.454494263194,0.11394335230683678,3.668055363118932,0.05690485133647255
0.27,2.91,0.17,1.16,6.463892988985907,0.5961880073764093,3440.600990569258,-0.5686362358410126,3.536634310039772,-0.7695510786217261
0.61,5.14,0.33,1.16,6.710963118995275,0.7037193459078716,4061.164345234327,-0.21467016498923297,3.6086505646646754,-0.4814860601221125
0.38,0.36,1.53,3.03,5.556302500767287,0.6389274448355813,3687.2502841461396,-0.42021640338318983,3.56670261776191,0.1846914308175988
0.36,5.58,0.15,0.93,6.746634198937579,0.6453292354859188,3724.1950179892374,-0.44369749923271273,3.5710324147956154,-0.8239087409443188
0.74,1.43,1.21,2.08,6.155336037465061,0.7272180923534245,4196.775610971613,-0.13076828026902382,3.6229157494063946,0.08278537031645007
0.42,2.19,0.36,1.42,6.3404441148401185,0.6500270850261592,3751.306307685965,-0.37675070960209955,3.5741825273089565,-0.44369749923271273
0.38,0.49,1.43,2.94,5.690196080028514,0.6377645041004741,3680.538953163836,-0.42021640338318983,3.5659114184688496,0.1553360374650618
0.5,1.44,0.65,1.78,6.158362492095249,0.6730050732023484,3883.9122774507523,-0.3010299956639812,3.5892694123149296,-0.1870866433571444
0.57,1.84,0.63,1.66,6.264817823009537,0.6914823405560185,3990.544587348783,-0.24412514432750865,3.6010321676520305,-0.2006594505464183
1.1,8.15,0.65,1.32,6.911157608739977,0.7815222979185108,4510.165181287726,0.04139268515822507,3.6541924478664516,-0.1870866433571444
0.47,2.27,0.41,1.44,6.3560258571931225,0.6668293675126202,3848.272279915331,-0.3279021420642826,3.5852657924409717,-0.38721614328026455
1.33,1.92,2.16,2.3,6.283301228703549,0.7993730819863197,4613.182056143051,0.12385164096708583,3.6640005940875993,0.3344537511509309
1.1,9.04,0.62,1.29,6.956168430475364,0.7812734523121448,4508.729093293387,0.04139268515822507,3.6540541415336016,-0.2076083105017461
0.47,0.85,1.09,2.37,5.929418925714293,0.6637162511038495,3830.3064851203153,-0.3279021420642826,3.5832335257887666,0.03742649794062367
0.83,4.27,0.59,1.41,6.630427875025024,0.7380800158369792,4259.459771395207,-0.0809219076239261,3.629354520891509,-0.22914798835785583
0.63,1.56,0.87,1.87,6.193124598354461,0.7062508928805605,4075.773902813715,-0.2006594505464183,3.6102100841950677,-0.060480747381381476
0.37,1.46,0.46,1.72,6.164352855784437,0.6279502453593102,3623.900865968579,-0.431798275933005,3.5591763087752817,-0.3372421683184259
0.99,0.73,3.03,2.99,5.863322860120456,0.763000922373481,4403.278323017359,-0.004364805402450088,3.6437761372720243,0.48144262850230496
0.67,1.94,0.81,1.77,6.2878017299302265,0.7130740328122925,4115.150243359741,-0.17392519729917352,3.614385695847422,-0.09151498112135022
0.57,3.48,0.39,1.3,6.541579243946581,0.6930977286178778,3999.8669918537726,-0.24412514432750865,3.6020455499118693,-0.4089353929735008
0.52,3.27,0.36,1.29,6.514547752660286,0.6819943394704735,3935.7893330841025,-0.2839966563652008,3.59503184435086,-0.44369749923271273
1.1,2.47,1.33,1.92,6.392696953259666,0.7750189041602602,4472.634095908862,0.04139268515822507,3.6505633701986593,0.12385164096708583
0.59,1.13,1.0,2.07,6.05307844348342,0.6950480468569159,4011.1222784112615,-0.22914798835785583,3.6032659015802038,0.0
0.6,0.55,2.38,3.17,5.740362689494244,0.6976130692144815,4025.925022436773,-0.22184874961635637,3.604865682463915,0.37657695705651195
0.6,1.57,0.76,1.79,6.195899652409234,0.6978737815112025,4027.4295931011497,-0.22184874961635637,3.605027956888914,-0.11918640771920865
0.56,2.1,0.55,1.56,6.3222192947339195,0.6894906372942193,3979.05046782494,-0.25181197299379954,3.599779447504993,-0.2596373105057561
1.21,1.32,2.46,2.53,6.12057393120585,0.7873603054806396,4543.856322928771,0.08278537031645007,3.6574245904965985,0.39093510710337914
1.0,9.48,0.49,1.2,6.976808337338066,0.7637626158259734,4407.674055931692,0.0,3.644209471291979,-0.3098039199714863
0.4,1.53,0.47,1.66,6.184691430817598,0.6426439457335724,3708.6982108284465,-0.3979400086720376,3.5692214947725645,-0.3279021420642826
0.48,1.99,0.47,1.53,6.298853076409706,0.6693892739103399,3863.0454997365714,-0.3187587626244128,3.5869298233837927,-0.3279021420642826
1.19,3.25,1.25,1.82,6.511883360978874,0.7837757264824033,4523.16971752995,0.07554696139253074,3.6554428835681394,0.09691001300805642
0.5,0.81,1.21,2.42,5.9084850188786495,0.674199862463242,3890.80740627537,-0.3010299956639812,3.5900397338975596,0.08278537031645007
0.39,3.85,0.21,1.1,6.585460729508501,0.645443870875331,3724.856578821535,-0.4089353929735008,3.57110955541303,-0.6777807052660807
0.62,4.09,0.39,1.27,6.611723308007342,0.7012361412948862,4046.8337714127883,-0.2076083105017461,3.607115365587309,-0.4089353929735008
0.48,3.4,0.31,1.24,6.531478917042255,0.6700845133764376,3867.0577266954215,-0.3187587626244128,3.5873806551861134,-0.5086383061657274
0.61,3.56,0.42,1.32,6.551449997972875,0.7006890925544923,4043.676753131975,-0.21467016498923297,3.606776431305213,-0.37675070960209955
0.48,1.23,0.73,1.91,6.089905111439398,0.6688273611492432,3859.8027011922827,-0.3187587626244128,3.586565105714913,-0.1366771398795441
1.07,9.44,0.58,1.25,6.974971994298069,0.7805522714521511,4504.567158550364,0.029383777685209667,3.653653066195369,-0.23657200643706278
0.45,1.94,0.44,1.52,6.2878017299302265,0.6606042678722063,3812.3472298905026,-0.3467874862246563,3.5811924494578236,-0.3565473235138126
0.31,2.11,0.26,1.38,6.324282455297693,0.6078603191948386,3507.9619020734135,-0.5086383061657274,3.545054868100749,-0.585026652029182
0.61,1.0,1.22,2.24,6.0,0.7022082839026994,4052.4440064024784,-0.21467016498923297,3.6077170228102684,0.08635983067474821
1.11,6.03,0.76,1.45,6.780317312140151,0.7753885738701395,4474.767459804575,0.04532297878665747,3.650770471261373,-0.11918640771920865
0.62,6.5,0.29,1.08,6.812913356642856,0.7061348108052544,4075.103993157123,-0.2076083105017461,3.6101386960399267,-0.5376020021010439
0.93,0.57,3.52,3.29,5.7558748556724915,0.7551578075238623,4358.015707220209,-0.031517051446064856,3.6392887912032084,0.546542663478131
0.61,0.74,1.66,2.62,5.869231719730976,0.7012556547982021,4046.946383840424,-0.21467016498923297,3.607127450658804,0.22010808804005508
0.56,1.06,1.01,2.11,6.02530586526477,0.6901430451739248,3982.8155136987198,-0.25181197299379954,3.600190190105477,0.004321373782642578
1.3,7.6,1.05,1.51,6.880813592280791,0.8237754615128456,4754.008188390632,0.11394335230683678,3.6770599254295626,0.021189299069938092
0.58,1.82,0.66,1.68,6.260071387985075,0.6953946466300013,4013.1225057017373,-0.23657200643706278,3.6034824173311986,-0.1804560644581313
1.11,4.86,0.86,1.54,6.686636269262293,0.776004522659522,4478.322100268101,0.04532297878665747,3.651115326701323,-0.06550154875643228
1.48,3.31,1.84,2.02,6.519827993775719,0.8194619088837581,4729.114676168168,0.17026171539495738,3.674779845337735,0.2648178230095365
0.49,2.75,0.37,1.35,6.439332693830263,0.6712488377973644,3873.77704292859,-0.3098039199714863,3.5881346210779084,-0.431798275933005
0.29,1.56,0.36,1.68,6.193124598354461,0.5976143046671968,3448.8321522343927,-0.5376020021010439,3.537672058637553,-0.44369749923271273
0.86,0.98,1.89,2.47,5.991226075692495,0.7460483503686298,4305.4450299773625,-0.06550154875643228,3.6340180487221407,0.2764618041732441
0.4,4.56,0.19,1.04,6.658964842664435,0.6473985622608166,3736.1371028071726,-0.3979400086720376,3.5724228048974798,-0.721246399047171
0.38,3.13,0.23,1.19,6.495544337546448,0.6348315149543382,3663.6126728014856,-0.42021640338318983,3.5639095526167957,-0.638272163982407
0.46,1.61,0.53,1.66,6.20682587603185,0.662239259409804,3821.782766053979,-0.3372421683184259,3.5822659976888325,-0.27572413039921095
1.1,6.68,0.71,1.4,6.824776462475546,0.7758014184964916,4477.149986143253,0.04139268515822507,3.6510016436493125,-0.14874165128092473
0.7,2.69,0.68,1.6,6.429752280002408,0.7179054277564751,4143.032223582618,-0.1549019599857432,3.6173183111572595,-0.16749108729376366
0.88,3.36,0.75,1.56,6.526339277389844,0.7450801900503122,4299.857776780352,-0.05551732784983137,3.633454090979357,-0.12493873660829993
0.38,0.44,1.44,2.96,5.643452676486188,0.6367145399670133,3674.479610149634,-0.42021640338318983,3.565195841803006,0.15836249209524964
0.38,2.9,0.25,1.23,6.4623979978989565,0.6375767130633383,3679.455211088525,-0.42021640338318983,3.5657835207569732,-0.6020599913279624
0.28,3.67,0.15,1.03,6.564666064252089,0.6132029032894918,3538.793954883657,-0.5528419686577808,3.548855276719997,-0.8239087409443188
0.64,1.64,0.85,1.84,6.214843848047698,0.7078574706577008,4085.045463165591,-0.1938200260161128,3.6111968942324677,-0.07058107428570727
0.98,2.87,1.0,1.73,6.457881896733992,0.7602859212697055,4387.610051647471,-0.00877392430750515,3.642228022744265,0.0
0.43,4.92,0.2,1.04,6.691965102767361,0.655753820115532,3784.355295886735,-0.36653154442041347,3.577991903575268,-0.6989700043360187
0.61,1.77,0.72,1.73,6.247973266361806,0.7003418394987683,4041.672755747392,-0.21467016498923297,3.606561146852082,-0.14266750356873156
0.74,1.46,1.19,2.06,6.164352855784437,0.7277012654781031,4199.564003074133,-0.13076828026902382,3.6232042044722186,0.07554696139253074
0.59,3.3,0.43,1.35,6.518513939877887,0.6969477648901196,4022.08555118088,-0.22914798835785583,3.6044513039560564,-0.36653154442041347
0.37,4.76,0.17,1.0,6.6776069527204935,0.6421141351518171,3705.6406739611366,-0.431798275933005,3.568863304653231,-0.7695510786217261
0.72,1.46,1.17,2.07,6.164352855784437,0.7228718165143272,4171.693253104182,-0.14266750356873156,3.6203123670167443,0.06818586174616162
0.46,3.94,0.26,1.15,6.595496221825574,0.6658776172706072,3842.779729268674,-0.3372421683184259,3.5846454911245615,-0.585026652029182
0.75,9.35,0.3,1.04,6.970811610872518,0.7257108964962762,4188.077583680009,-0.12493873660829993,3.622014718339188,-0.5228787452803376
0.9,1.2,1.7,2.31,6.079181246047625,0.7512876337831962,4335.680934562825,-0.045757490560675115,3.637057314707159,0.2304489213782739
0.39,1.04,0.73,2.11,6.017033339298781,0.6363403864723716,3672.3203703320564,-0.4089353929735008,3.5649405616899306,-0.1366771398795441
0.8,3.04,0.71,1.56,6.482873583608754,0.7349406819416404,4241.342675485207,-0.09691001300805639,3.627503362311201,-0.14874165128092473
0.49,1.88,0.51,1.58,6.27415784926368,0.6723013766511383,3879.8512446537193,-0.3098039199714863,3.5888150748559355,-0.2924298239020636
0.5,2.62,0.39,1.38,6.418301291319746,0.6727080249561943,3882.1980120221974,-0.3010299956639812,3.5890776828646693,-0.4089353929735008
0.68,1.42,1.11,2.06,6.152288344383057,0.7151499860628308,4127.130569568596,-0.16749108729376366,3.61564820882075,0.04532297878665747
0.43,1.99,0.41,1.49,6.298853076409706,0.6555454840870331,3783.152988666268,-0.36653154442041347,3.5778539042824598,-0.38721614328026455
0.4,3.56,0.23,1.14,6.551449997972875,0.648603866569716,3743.0929139738314,-0.3979400086720376,3.573230607644825,-0.638272163982407
0.4,4.34,0.2,1.06,6.63748972951251,0.6495380038120839,3748.4838199995365,-0.3979400086720376,3.573855640592273,-0.6989700043360187
0.68,1.24,1.27,2.2,6.093421685162235,0.7157141274656016,4130.386229603987,-0.16749108729376366,3.615990664136549,0.10380372095595687
0.39,3.42,0.23,1.16,6.534026106056135,0.6429881429775492,3710.6845731234366,-0.4089353929735008,3.5694540386996017,-0.638272163982407
0.38,6.0,0.15,0.92,6.778151250383644,0.6488269805385094,3744.380504687738,-0.42021640338318983,3.5733799753998055,-0.8239087409443188
0.75,4.37,0.51,1.35,6.640481436970422,0.7273202172431215,4197.364973710054,-0.12493873660829993,3.622976734085644,-0.2924298239020636
0.47,1.83,0.49,1.58,6.26245108973043,0.6656109784878433,3841.240956853344,-0.3279021420642826,3.58447155083858,-0.3098039199714863
0.29,2.15,0.25,1.38,6.332438459915605,0.6019292654288461,3473.7337907898705,-0.5376020021010439,3.540796533276054,-0.6020599913279624
0.45,1.79,0.47,1.57,6.252853030979893,0.6608070051949481,3813.517226980045,-0.3467874862246563,3.581325712587975,-0.3279021420642826
0.46,1.99,0.45,1.51,6.298853076409706,0.6665222547368999,3846.499932086649,-0.3372421683184259,3.585065729105914,-0.3467874862246563
0.38,1.44,0.48,1.73,6.158362492095249,0.6328302893828914,3652.0636000286663,-0.42021640338318983,3.562538332088162,-0.3187587626244128
0.35,1.45,0.45,1.74,6.161368002234975,0.6209097854261074,3583.270371694066,-0.4559319556497244,3.5542795786111987,-0.3467874862246563
0.51,0.77,1.3,2.49,5.886490725172482,0.6766843999592781,3905.145672164994,-0.2924298239020636,3.591637238837504,0.11394335230683678
0.34,2.4,0.25,1.31,6.380211241711606,0.6178020632152155,3565.3357068150085,-0.46852108295774486,3.55210042864879,-0.6020599913279624
0.39,2.13,0.34,1.42,6.328379603438738,0.6408045061716957,3698.082805116856,-0.4089353929735008,3.5679766313776984,-0.46852108295774486
0.39,3.37,0.23,1.16,6.5276299008713385,0.6429881429775492,3710.6845731234366,-0.4089353929735008,3.5694540386996017,-0.638272163982407
0.38,2.56,0.28,1.29,6.408239965311849,0.6404638957157853,3696.117142175797,-0.42021640338318983,3.567745726994593,-0.5528419686577808
0.67,1.83,0.85,1.81,6.26245108973043,0.7136995846208717,4118.76030284705,-0.17392519729917352,3.614766518302644,-0.07058107428570727
0.51,2.12,0.48,1.52,6.326335860928752,0.675131723515547,3896.1851764082217,-0.2924298239020636,3.5906395896801735,-0.3187587626244128
0.34,4.7,0.15,0.97,6.672097857935717,0.6318834019260441,3646.5991125152004,-0.46852108295774486,3.5618880219394606,-0.8239087409443188
0.94,6.07,0.56,1.32,6.7831886910752575,0.7529394304157803,4345.213452929468,-0.026872146400301365,3.638011115457288,-0.25181197299379954
0.41,3.48,0.24,1.17,6.541579243946581,0.6470828349968433,3734.3150407667827,-0.38721614328026455,3.5722109538634834,-0.619788758288394
0.57,3.55,0.39,1.29,6.550228353055094,0.6957789677540333,4015.340422908526,-0.24412514432750865,3.603722370915663,-0.4089353929735008
0.38,3.66,0.21,1.12,6.563481085394411,0.6396550196727027,3691.449118531167,-0.42021640338318983,3.567196886657052,-0.6777807052660807
0.81,1.19,1.48,2.23,6.075546961392531,0.7386062823896711,4262.496855670792,-0.09151498112135022,3.629664071633322,0.17026171539495738
0.76,3.98,0.55,1.4,6.599883072073688,0.7278244729081154,4200.275033152734,-0.11918640771920865,3.623277728843105,-0.2596373105057561
0.38,3.94,0.2,1.08,6.595496221825574,0.6434956584934828,3713.613445165889,-0.42021640338318983,3.569796695481183,-0.6989700043360187
0.86,1.64,1.26,2.02,6.214843848047698,0.7454473094089487,4301.976422599043,-0.06550154875643228,3.6336680258647416,0.10037054511756291
0.42,2.5,0.32,1.34,6.3979400086720375,0.6497332546521871,3749.6106125977717,-0.37675070960209955,3.5739861697062354,-0.494850021680094
0.39,1.39,0.52,1.76,6.143014800254095,0.6400950990658971,3693.988816709292,-0.4089353929735008,3.5674955763102876,-0.2839966563652008
