,loss_train,loss_test,iteration,n_layers,n_nodes,learning_rate
344,449.1102294921875,112.53426361083984,345,10,10,0.001
345,448.3636474609375,112.32808685302734,346,10,10,0.001
346,447.6270446777344,112.12015533447266,347,10,10,0.001
347,446.8977355957031,111.91793823242188,348,10,10,0.001
348,446.1759948730469,111.72125244140625,349,10,10,0.001
349,445.4621276855469,111.52652740478516,350,10,10,0.001
350,444.755859375,111.33100891113281,351,10,10,0.001
351,444.0562438964844,111.14061737060547,352,10,10,0.001
352,443.36090087890625,110.95262908935547,353,10,10,0.001
353,442.66998291015625,110.76456451416016,354,10,10,0.001
354,441.9833984375,110.5782470703125,355,10,10,0.001
355,441.3025207519531,110.39495849609375,356,10,10,0.001
356,440.6239013671875,110.21517944335938,357,10,10,0.001
357,439.9483642578125,110.0331802368164,358,10,10,0.001
358,439.3121032714844,109.85321807861328,359,10,10,0.001
359,438.61456298828125,109.66498565673828,360,10,10,0.001
360,437.939697265625,109.49030303955078,361,10,10,0.001
361,437.2780456542969,109.31603240966797,362,10,10,0.001
362,436.61474609375,109.12821960449219,363,10,10,0.001
363,435.9534912109375,108.94947814941406,364,10,10,0.001
364,435.29296875,108.77960205078125,365,10,10,0.001
365,434.63079833984375,108.60331726074219,366,10,10,0.001
366,433.9704895019531,108.42407989501953,367,10,10,0.001
367,433.3092346191406,108.25089263916016,368,10,10,0.001
368,432.6490783691406,108.07952117919922,369,10,10,0.001
369,431.986572265625,107.89720916748047,370,10,10,0.001
370,431.3239440917969,107.72090148925781,371,10,10,0.001
371,430.6615295410156,107.54889678955078,372,10,10,0.001
372,429.99334716796875,107.365966796875,373,10,10,0.001
373,429.3271484375,107.18523406982422,374,10,10,0.001
374,428.65625,107.011474609375,375,10,10,0.001
375,427.98370361328125,106.83352661132812,376,10,10,0.001
376,427.305419921875,106.6513900756836,377,10,10,0.001
377,426.6233215332031,106.46768188476562,378,10,10,0.001
378,425.9388427734375,106.28384399414062,379,10,10,0.001
379,425.2661437988281,106.10466766357422,380,10,10,0.001
380,424.59857177734375,105.92720031738281,381,10,10,0.001
381,423.92327880859375,105.74761962890625,382,10,10,0.001
382,423.23992919921875,105.56578826904297,383,10,10,0.001
383,422.54736328125,105.38371276855469,384,10,10,0.001
384,421.84539794921875,105.20291137695312,385,10,10,0.001
385,421.13330078125,105.02474212646484,386,10,10,0.001
386,420.4047546386719,104.84364318847656,387,10,10,0.001
387,419.6606140136719,104.65740203857422,388,10,10,0.001
388,418.8995361328125,104.47074890136719,389,10,10,0.001
389,418.12786865234375,104.28394317626953,390,10,10,0.001
390,417.34521484375,104.08831787109375,391,10,10,0.001
391,416.5462341308594,103.89375305175781,392,10,10,0.001
392,415.7314453125,103.70211791992188,393,10,10,0.001
393,414.9018859863281,103.50426483154297,394,10,10,0.001
394,414.064208984375,103.30615997314453,395,10,10,0.001
395,413.2164306640625,103.10751342773438,396,10,10,0.001
396,412.35400390625,102.89884948730469,397,10,10,0.001
397,411.4783020019531,102.68428802490234,398,10,10,0.001
398,410.5859375,102.47369384765625,399,10,10,0.001
399,409.6743469238281,102.2572021484375,400,10,10,0.001
400,408.73968505859375,102.03638458251953,401,10,10,0.001
401,407.7765197753906,101.81340789794922,402,10,10,0.001
402,406.786865234375,101.57744598388672,403,10,10,0.001
403,405.77789306640625,101.33851623535156,404,10,10,0.001
404,404.7436828613281,101.093505859375,405,10,10,0.001
405,403.6839599609375,100.84857177734375,406,10,10,0.001
406,402.59649658203125,100.59431457519531,407,10,10,0.001
407,401.4837646484375,100.32967376708984,408,10,10,0.001
408,400.3441162109375,100.05780029296875,409,10,10,0.001
409,399.17138671875,99.7877197265625,410,10,10,0.001
410,397.96685791015625,99.50533294677734,411,10,10,0.001
411,396.7308349609375,99.22621154785156,412,10,10,0.001
412,395.4620361328125,98.93719482421875,413,10,10,0.001
413,394.15496826171875,98.61966705322266,414,10,10,0.001
414,392.819091796875,98.30735778808594,415,10,10,0.001
415,391.4471740722656,97.99823760986328,416,10,10,0.001
416,390.04071044921875,97.66352844238281,417,10,10,0.001
417,388.6073303222656,97.32662200927734,418,10,10,0.001
418,387.1395568847656,96.98516845703125,419,10,10,0.001
419,385.6363525390625,96.60992431640625,420,10,10,0.001
420,384.1415710449219,96.25394439697266,421,10,10,0.001
421,382.62957763671875,95.87252807617188,422,10,10,0.001
422,381.09271240234375,95.50032043457031,423,10,10,0.001
423,379.52056884765625,95.11937713623047,424,10,10,0.001
424,377.9122314453125,94.71623992919922,425,10,10,0.001
425,376.2693176269531,94.33138275146484,426,10,10,0.001
426,374.59765625,93.89842987060547,427,10,10,0.001
427,372.91241455078125,93.52407836914062,428,10,10,0.001
428,371.2334289550781,93.06730651855469,429,10,10,0.001
429,369.6017761230469,92.75657653808594,430,10,10,0.001
430,368.13116455078125,92.28055572509766,431,10,10,0.001
431,366.6033020019531,92.06920623779297,432,10,10,0.001
432,364.9150085449219,91.51466369628906,433,10,10,0.001
433,363.1341247558594,91.17363739013672,434,10,10,0.001
434,361.640869140625,90.82550811767578,435,10,10,0.001
435,360.36029052734375,90.43737030029297,436,10,10,0.001
436,358.9172058105469,90.22020721435547,437,10,10,0.001
437,357.248291015625,89.70943450927734,438,10,10,0.001
438,355.6780700683594,89.36817932128906,439,10,10,0.001
439,354.3728942871094,89.09947204589844,440,10,10,0.001
440,353.11639404296875,88.69522857666016,441,10,10,0.001
441,351.70208740234375,88.46391296386719,442,10,10,0.001
442,350.1397705078125,88.0022964477539,443,10,10,0.001
443,348.7028503417969,87.67687225341797,444,10,10,0.001
444,347.49749755859375,87.42037963867188,445,10,10,0.001
445,346.38323974609375,87.05745697021484,446,10,10,0.001
446,345.1473693847656,86.8626937866211,447,10,10,0.001
447,343.71942138671875,86.41089630126953,448,10,10,0.001
448,342.2833251953125,86.12237548828125,449,10,10,0.001
449,341.0008239746094,85.80055236816406,450,10,10,0.001
450,339.8739013671875,85.49508666992188,451,10,10,0.001
451,338.83642578125,85.31661987304688,452,10,10,0.001
452,337.79571533203125,84.97527313232422,453,10,10,0.001
453,336.71783447265625,84.81455993652344,454,10,10,0.001
454,335.4720153808594,84.42179870605469,455,10,10,0.001
455,334.2039794921875,84.18264770507812,456,10,10,0.001
456,333.06536865234375,83.88174438476562,457,10,10,0.001
457,332.1109924316406,83.63966369628906,458,10,10,0.001
458,331.2767333984375,83.48408508300781,459,10,10,0.001
459,330.5118103027344,83.2353286743164,460,10,10,0.001
460,329.8728942871094,83.17611694335938,461,10,10,0.001
461,329.105712890625,82.88324737548828,462,10,10,0.001
462,328.17633056640625,82.76565551757812,463,10,10,0.001
463,326.7315979003906,82.33573150634766,464,10,10,0.001
464,325.3658142089844,82.04114532470703,465,10,10,0.001
465,324.44818115234375,81.81130981445312,466,10,10,0.001
466,323.9219055175781,81.64783477783203,467,10,10,0.001
467,323.6052551269531,81.60028076171875,468,10,10,0.001
468,323.0682067871094,81.41136932373047,469,10,10,0.001
469,322.0805358886719,81.18196868896484,470,10,10,0.001
470,320.53643798828125,80.77619171142578,471,10,10,0.001
471,319.5240173339844,80.51180267333984,472,10,10,0.001
472,319.280029296875,80.42227172851562,473,10,10,0.001
473,319.1067810058594,80.38580322265625,474,10,10,0.001
474,318.49078369140625,80.18130493164062,475,10,10,0.001
475,317.2679443359375,79.89743041992188,476,10,10,0.001
476,316.37457275390625,79.6498794555664,477,10,10,0.001
477,316.10888671875,79.54671478271484,478,10,10,0.001
478,316.0360107421875,79.5553970336914,479,10,10,0.001
479,315.7564697265625,79.4009780883789,480,10,10,0.001
480,314.8018493652344,79.20878601074219,481,10,10,0.001
481,313.81182861328125,78.89891052246094,482,10,10,0.001
482,313.2205810546875,78.73632049560547,483,10,10,0.001
483,313.044921875,78.70220184326172,484,10,10,0.001
484,312.8914794921875,78.58647918701172,485,10,10,0.001
485,312.3330383300781,78.49063110351562,486,10,10,0.001
486,311.53076171875,78.21771240234375,487,10,10,0.001
487,310.7543640136719,78.03099822998047,488,10,10,0.001
488,310.3763732910156,77.9271469116211,489,10,10,0.001
489,310.21856689453125,77.832275390625,490,10,10,0.001
490,309.8704528808594,77.78162384033203,491,10,10,0.001
491,309.22412109375,77.55310821533203,492,10,10,0.001
492,308.4775085449219,77.38800048828125,493,10,10,0.001
493,307.8816833496094,77.21133422851562,494,10,10,0.001
494,307.5203552246094,77.09367370605469,495,10,10,0.001
495,307.2930908203125,77.05989074707031,496,10,10,0.001
496,307.06842041015625,76.94556427001953,497,10,10,0.001
497,306.6117858886719,76.86839294433594,498,10,10,0.001
498,305.96929931640625,76.65280151367188,499,10,10,0.001
499,305.2541198730469,76.49092864990234,500,10,10,0.001
500,304.6947326660156,76.32963562011719,501,10,10,0.001
501,304.3194580078125,76.22030639648438,502,10,10,0.001
