TIC,Flagfit,Luminosity,E_Luminosity,e_Luminosity,Teff,E_Teff,e_Teff,Radius,E_Radius,e_Radius,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Age,E_Age,e_Age,Ageyr,e_Ageyr,E_Ageyr,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,logAge,logAge_err,logMass,logMass_err,logLum,logTeff
233743754,yes,1.79,0.17,0.14,5580.0,220.0,180.0,1.433,0.082,0.086,4.12,0.076,0.066,0.984,0.089,0.066,10.7,2.2,3.3,10700000000.0,3300000000.0,2200000000.0,8500000000.0,7400000000.0,7400000000.0,0.895,0.9179999999999999,0.895,10.02938377768521,0.3003531930919685,-0.007004901568658489,-0.32945431035164596,0.2528530309798932,3.7466341989375787
233681770,yes,1.761,0.077,0.065,5894.0,53.0,44.0,1.272,0.024,0.023,4.269,0.038,0.04,1.096,0.086,0.086,5.6,3.1,2.5,5600000000.0,2500000000.0,3100000000.0,2500000000.0,3100000000.0,2500000000.0,1.01,1.01,1.01,9.7481880270062,0.19388146513538027,0.039810554148350386,-0.33379365473216965,0.2457593559672769,3.7704101315139065
441809446,yes,11.23,0.79,0.72,5629.0,23.0,21.0,3.52,0.12,0.12,3.563,0.024,0.024,1.657,0.054,0.053,1.98,0.15,0.14,1980000000.0,140000000.0,150000000.0,1830000000.0,1840000000.0,1830000000.0,1.603,1.604,1.603,9.296665190261532,0.40139338478936903,0.21932250841933673,-0.35041143571831,1.0503797562614579,3.750431248660202
258804335,yes,4.26,0.27,0.24,6048.0,37.0,34.0,1.878,0.057,0.053,4.022,0.032,0.043,1.362,0.075,0.13,3.33,1.6,0.7,3330000000.0,700000000.0,1600000000.0,1730000000.0,2630000000.0,1730000000.0,1.2870000000000001,1.2320000000000002,1.2320000000000002,9.52244423350632,0.225624460568356,0.13417710757676637,-0.32764297245061585,0.6294095991027189,3.78161178249315
229596329,yes,4.044,0.095,0.078,5467.0,25.0,22.0,2.242,0.021,0.021,3.814,0.023,0.024,1.195,0.06,0.058,5.57,0.95,0.68,5570000000.0,680000000.0,950000000.0,4620000000.0,4890000000.0,4620000000.0,1.135,1.137,1.135,9.745855195173728,0.360222712099286,0.0773679052841565,-0.34402912692375803,0.6068111469189634,3.7377490738915573
287086882,yes,1.751,0.094,0.08,5661.0,44.0,39.0,1.376,0.033,0.032,4.175,0.044,0.035,1.032,0.098,0.067,9.1,2.7,3.2,9100000000.0,3200000000.0,2700000000.0,6400000000.0,5900000000.0,5900000000.0,0.934,0.9650000000000001,0.934,9.959041392321094,0.2815755432119984,0.013679697291192559,-0.32781923764079335,0.24328614608344612,3.752893154884594
284899920,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233203155,yes,2.258,0.1,0.097,5875.0,40.0,35.0,1.45,0.031,0.03,4.167,0.038,0.041,1.121,0.095,0.09,6.3,2.8,2.1,6300000000.0,2100000000.0,2800000000.0,3500000000.0,4200000000.0,3500000000.0,1.026,1.031,1.026,9.799340549453582,0.2412747121684732,0.049605612594973154,-0.33151944389442406,0.35372393758894904,3.7690078709437738
233199678,yes,3.16,0.18,0.15,6034.0,48.0,36.0,1.625,0.037,0.035,4.1,0.034,0.043,1.218,0.081,0.11,4.4,2.3,1.2,4400000000.0,1200000000.0,2300000000.0,2100000000.0,3200000000.0,2100000000.0,1.137,1.1079999999999999,1.1079999999999999,9.643452676486188,0.20727691181746108,0.08564728829685654,-0.3295032701798073,0.49968708261840383,3.7806053058389697
233122592,yes,3.19,0.17,0.15,5930.0,45.0,35.0,1.69,0.036,0.036,4.057,0.044,0.04,1.175,0.13,0.081,5.6,1.9,2.0,5600000000.0,2000000000.0,1900000000.0,3700000000.0,3600000000.0,3600000000.0,1.045,1.094,1.045,9.7481880270062,0.2791893097949476,0.07003786660775509,-0.32214076143909715,0.5037906830571811,3.7730546933642626
229700662,yes,4.28,0.24,0.23,6239.0,44.0,37.0,1.768,0.046,0.045,4.081,0.031,0.035,1.375,0.079,0.086,2.77,1.0,0.72,2770000000.0,720000000.0,1000000000.0,1770000000.0,2050000000.0,1770000000.0,1.296,1.289,1.289,9.442479769064448,0.27750947038583235,0.13830269816628143,-0.3395607438062605,0.631443769013172,3.7951149856303634
424439649,yes,8.27,0.62,0.55,6271.0,37.0,33.0,2.433,0.087,0.08,3.872,0.032,0.035,1.618,0.079,0.093,2.0,0.49,0.34,2000000000.0,340000000.0,490000000.0,1510000000.0,1660000000.0,1510000000.0,1.5390000000000001,1.5250000000000001,1.5250000000000001,9.301029995663981,0.3278923338369551,0.20897851727625352,-0.3413961219200751,0.9175055095525466,3.7973368007753496
229942746,yes,6.48,0.21,0.2,5069.0,16.0,17.0,3.301,0.054,0.053,3.517,0.05,0.072,1.31,0.15,0.2,4.3,3.4,1.4,4300000000.0,1400000000.0,3400000000.0,900000000.0,2900000000.0,900000000.0,1.1600000000000001,1.11,1.11,9.633468455579587,0.09089884504951781,0.11727129565576427,-0.3069155835545071,0.8115750058705934,3.7049222912234017
230121483,yes,3.07,0.24,0.21,6104.0,54.0,41.0,1.563,0.054,0.052,4.139,0.039,0.041,1.237,0.08,0.11,3.9,2.2,1.1,3900000000.0,1100000000.0,2200000000.0,1700000000.0,2800000000.0,1700000000.0,1.157,1.127,1.127,9.5910646070265,0.18930785108603282,0.09236969962912069,-0.3300057244658813,0.4871383754771864,3.785614524946824
219796429,yes,5.09,0.32,0.29,6010.0,46.0,31.0,2.078,0.06,0.056,3.928,0.044,0.042,1.322,0.14,0.096,3.8,1.1,1.2,3800000000.0,1200000000.0,1100000000.0,2700000000.0,2600000000.0,2600000000.0,1.182,1.226,1.182,9.57978359661681,0.297148856039067,0.12123145514962146,-0.32385699246805266,0.7067177823367587,3.7788744720027396
441767708,yes,3.233,0.069,0.064,5525.0,27.0,26.0,1.962,0.019,0.02,3.915,0.028,0.027,1.154,0.07,0.064,6.9,1.2,1.1,6900000000.0,1100000000.0,1200000000.0,5700000000.0,5800000000.0,5700000000.0,1.0839999999999999,1.0899999999999999,1.0839999999999999,9.838849090737256,0.35876500678964274,0.06220580881971259,-0.3402441997835513,0.5096057046115561,3.7423322823571485
229402347,yes,3.42,0.22,0.19,5782.0,68.0,53.0,1.841,0.05,0.05,3.974,0.058,0.039,1.162,0.16,0.078,6.2,1.5,2.3,6200000000.0,2300000000.0,1500000000.0,4700000000.0,3900000000.0,3900000000.0,1.002,1.0839999999999999,1.002,9.792391689498254,0.2731852386165616,0.06520612805431189,-0.3123408950747524,0.534026106056135,3.762078087334639
233688441,yes,4.02,0.16,0.16,5769.0,35.0,30.0,2.004,0.041,0.038,3.934,0.056,0.034,1.258,0.16,0.079,5.1,1.1,1.9,5100000000.0,1900000000.0,1100000000.0,4000000000.0,3200000000.0,3200000000.0,1.098,1.179,1.098,9.707570176097937,0.2724984984490991,0.09968064110925012,-0.3161469206613758,0.60422605308447,3.7611005389581424
232614323,yes,1.82,0.043,0.034,5612.0,47.0,41.0,1.428,0.017,0.017,4.155,0.042,0.036,1.061,0.1,0.076,8.8,2.8,3.0,8800000000.0,3000000000.0,2800000000.0,6000000000.0,5800000000.0,5800000000.0,0.961,0.985,0.961,9.94448267215017,0.2862395448907796,0.025715383901340642,-0.32807660399640365,0.2600713879850748,3.7491176623563223
258803655,yes,5.12,0.36,0.32,5793.0,43.0,38.0,2.245,0.077,0.071,3.85,0.028,0.031,1.303,0.062,0.064,4.4,0.61,0.51,4400000000.0,510000000.0,610000000.0,3790000000.0,3890000000.0,3790000000.0,1.2409999999999999,1.2389999999999999,1.2389999999999999,9.643452676486188,0.3740854741848464,0.11494441571258467,-0.344424588103327,0.7092699609758307,3.762903528499057
321600696,yes,5.74,0.33,0.33,5830.0,21.0,20.0,2.347,0.069,0.068,3.819,0.026,0.025,1.325,0.055,0.053,4.02,0.52,0.43,4019999999.9999995,430000000.0,520000000.0,3499999999.9999995,3589999999.9999995,3499999999.9999995,1.27,1.272,1.27,9.60422605308447,0.37811708623417445,0.12221587827282664,-0.3471803204892969,0.7589118923979735,3.765668554759014
235685544,yes,1.188,0.069,0.049,5831.0,63.0,47.0,1.068,0.019,0.019,4.383,0.036,0.037,1.003,0.072,0.068,5.6,3.9,3.1,5600000000.0,3100000000.0,3900000000.0,1700000000.0,2500000000.0,1700000000.0,0.9309999999999999,0.9349999999999998,0.9309999999999999,9.7481880270062,0.13183939629205857,0.001300933020418072,-0.33621416368813595,0.07481644064517472,3.7657430414210444
420107753,yes,7.1,0.58,0.49,5926.0,62.0,49.0,2.524,0.097,0.088,3.779,0.03,0.033,1.399,0.064,0.065,3.34,0.41,0.35,3340000000.0,350000000.0,410000000.0,2930000000.0,2990000000.0,2930000000.0,1.335,1.334,1.334,9.523746466811565,0.38098288382530765,0.14581771449182762,-0.3453865108828335,0.8512583487190752,3.772761647144032
353990370,yes,8.21,0.43,0.4,4941.0,15.0,14.0,3.908,0.1,0.096,3.36,0.061,0.075,1.28,0.18,0.2,4.8,3.8,1.8,4800000000.0,1800000000.0,3800000000.0,1000000000.0,3000000000.0,1000000000.0,1.1,1.08,1.08,9.681241237375588,0.09047801706317746,0.10720996964786837,-0.30561948734017214,0.9143431571194408,3.6938148538894167
230069213,yes,6.83,0.29,0.26,5090.0,21.0,20.0,3.361,0.071,0.067,3.5,0.055,0.074,1.31,0.16,0.2,4.2,3.4,1.4,4200000000.0,1400000000.0,3400000000.0,800000000.0,2800000000.0,800000000.0,1.1500000000000001,1.11,1.11,9.6232492903979,0.08272275845776224,0.11727129565576427,-0.3069155835545071,0.8344207036815325,3.7067177823367587
237254272,yes,4.04,0.22,0.19,5682.0,50.0,43.0,2.075,0.053,0.053,3.892,0.027,0.031,1.224,0.06,0.069,5.53,0.9,0.71,5530000000.0,710000000.0,900000000.0,4630000000.0,4820000000.0,4630000000.0,1.164,1.155,1.155,9.742725131304699,0.36361364398048024,0.08778141780954238,-0.3417966670325818,0.6063813651106049,3.754501229386917
232616000,yes,2.04,0.12,0.099,5906.0,43.0,36.0,1.363,0.035,0.032,4.214,0.039,0.042,1.109,0.092,0.085,6.0,2.9,2.3,6000000000.0,2300000000.0,2900000000.0,3100000000.0,3700000000.0,3100000000.0,1.017,1.024,1.017,9.778151250383644,0.2243854823166801,0.044931546149160055,-0.3321671374277314,0.3096301674258988,3.7712934426290596
237203888,yes,0.764,0.035,0.028,5451.0,38.0,35.0,0.981,0.017,0.017,4.416,0.036,0.029,0.913,0.065,0.045,9.1,3.2,4.2,9100000000.0,4200000000.0,3200000000.0,5900000000.0,4900000000.0,4900000000.0,0.8480000000000001,0.868,0.8480000000000001,9.959041392321094,0.23385087487098172,-0.039529222465701036,-0.3364281533594139,-0.11690664142431005,3.7364761820276966
229743729,yes,1.897,0.095,0.09,5507.0,22.0,20.0,1.512,0.038,0.035,4.095,0.04,0.032,1.036,0.078,0.055,10.2,2.2,2.7,10200000000.0,2700000000.0,2200000000.0,8000000000.0,7500000000.0,7500000000.0,0.9580000000000001,0.981,0.9580000000000001,10.008600171761918,0.3193341778700381,0.01535975540921423,-0.3349446233340597,0.27806733088866253,3.7409150764812824
237099076,yes,9.33,0.61,0.55,5841.0,27.0,28.0,2.981,0.095,0.086,3.655,0.022,0.023,1.465,0.048,0.044,2.56,0.23,0.21,2560000000.0,210000000.0,230000000.0,2330000000.0,2350000000.0,2330000000.0,1.417,1.421,1.417,9.40823996531185,0.3952758370447565,0.16583762469012828,-0.3503478709127232,0.9698816437464999,3.766487206239694
376883672,yes,5.41,0.25,0.22,6000.0,35.0,30.0,2.151,0.049,0.047,3.933,0.031,0.056,1.45,0.088,0.17,2.92,1.5,0.63,2920000000.0,630000000.0,1500000000.0,1420000000.0,2290000000.0,1420000000.0,1.3619999999999999,1.28,1.28,9.465382851448418,0.21119800147349915,0.16136800223497488,-0.3197490217484918,0.7331972651065695,3.778151250383644
229775316,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198282047,yes,2.38,0.12,0.11,6222.0,51.0,42.0,1.326,0.032,0.031,4.283,0.032,0.034,1.234,0.073,0.08,2.4,1.8,1.3,2400000000.0,1300000000.0,1800000000.0,600000000.0,1100000000.0,600000000.0,1.161,1.154,1.154,9.380211241711606,0.10857362047581294,0.09131515969722287,-0.338733310177618,0.37657695705651195,3.7939300067726847
219754475,yes,2.69,0.14,0.12,5929.0,39.0,33.0,1.553,0.038,0.034,4.133,0.035,0.045,1.198,0.084,0.11,4.9,2.6,1.4,4900000000.0,1400000000.0,2600000000.0,2300000000.0,3500000000.0,2300000000.0,1.1139999999999999,1.0879999999999999,1.0879999999999999,9.690196080028514,0.20385251191377124,0.07845681805329255,-0.32895715300919537,0.42975228000240795,3.7729814503449637
329174042,yes,3.15,0.16,0.15,5976.0,25.0,21.0,1.655,0.041,0.04,4.086,0.034,0.042,1.228,0.076,0.11,4.5,2.3,1.1,4500000000.0,1100000000.0,2300000000.0,2200000000.0,3400000000.0,2200000000.0,1.152,1.1179999999999999,1.1179999999999999,9.653212513775344,0.2123217467082564,0.08919836680514887,-0.3297696579527687,0.49831055378960054,3.7764105888073423
356977742,yes,5.08,0.31,0.26,5902.0,48.0,37.0,2.155,0.055,0.054,3.878,0.053,0.031,1.276,0.17,0.067,4.37,0.78,1.4,4370000000.0,1400000000.0,780000000.0,3590000000.0,2970000000.0,2970000000.0,1.106,1.209,1.106,9.640481436970422,0.2951612382729194,0.10585067438514352,-0.3139581126188138,0.7058637122839193,3.7709992051639407
233610258,yes,6.65,0.69,0.61,6755.0,82.0,51.0,1.877,0.088,0.082,4.08,0.041,0.041,1.549,0.077,0.076,1.48,0.44,0.39,1480000000.0,390000000.0,440000000.0,1040000000.0,1090000000.0,1040000000.0,1.472,1.4729999999999999,1.472,9.170261715394957,0.305179906202285,0.19005141775920598,-0.3442101315465526,0.8228216453031046,3.8296253533580495
441790113,yes,7.03,0.43,0.37,5000.0,25.0,24.0,3.533,0.11,0.097,3.437,0.066,0.078,1.25,0.18,0.2,4.9,4.2,1.8,4900000000.0,1800000000.0,4200000000.0,700000000.0,3100000000.0,700000000.0,1.07,1.05,1.05,9.690196080028514,0.062042068843321675,0.09691001300805642,-0.3042611785075492,0.846955325019824,3.6989700043360187
230134656,yes,7.32,0.79,0.67,6137.0,48.0,52.0,2.39,0.12,0.11,3.822,0.052,0.046,1.378,0.16,0.083,3.12,0.66,0.93,3120000000.0,930000000.0,660000000.0,2460000000.0,2190000000.0,2190000000.0,1.218,1.295,1.218,9.494154594018443,0.304841319028244,0.13924921757160696,-0.32015871468501184,0.8645110810583918,3.787956123283932
258802871,yes,2.42,0.14,0.13,6108.0,46.0,40.0,1.389,0.036,0.036,4.227,0.034,0.037,1.19,0.079,0.082,3.9,2.0,1.5,3900000000.0,1500000000.0,2000000000.0,1900000000.0,2400000000.0,1900000000.0,1.111,1.1079999999999999,1.1079999999999999,9.5910646070265,0.21157936297850727,0.07554696139253074,-0.33725628830168514,0.38381536598043126,3.7858990283843834
383676981,yes,8.77,0.82,0.72,6736.0,92.0,69.0,2.17,0.085,0.079,3.964,0.035,0.036,1.582,0.074,0.072,1.68,0.31,0.26,1680000000.0,260000000.0,310000000.0,1370000000.0,1420000000.0,1370000000.0,1.508,1.51,1.508,9.225309281725863,0.35415680964729457,0.19920647916165776,-0.34527260338735183,0.9429995933660404,3.8284020784915933
289571725,yes,5.5,0.55,0.48,6967.0,100.0,88.0,1.609,0.063,0.06,4.197,0.036,0.036,1.488,0.068,0.068,1.05,0.45,0.46,1050000000.0,460000000.0,450000000.0,600000000.0,590000000.0,590000000.0,1.42,1.42,1.42,9.021189299069938,0.24403213745039862,0.1726029312098599,-0.345662821205133,0.7403626894942439,3.8430458105345693
230069843,yes,2.358,0.062,0.051,4934.0,33.0,33.0,2.102,0.035,0.031,3.806,0.037,0.036,1.028,0.083,0.066,10.7,2.0,2.2,10700000000.0,2200000000.0,2000000000.0,8700000000.0,8500000000.0,8500000000.0,0.9450000000000001,0.962,0.9450000000000001,10.02938377768521,0.34500028936239624,0.011993114659256938,-0.3329706476857907,0.37254380075907034,3.6931991451537174
377255217,yes,4.15,0.22,0.2,5846.0,58.0,49.0,1.985,0.051,0.049,3.948,0.054,0.044,1.264,0.16,0.089,4.8,1.2,1.7,4800000000.0,1700000000.0,1200000000.0,3600000000.0,3100000000.0,3100000000.0,1.104,1.175,1.104,9.681241237375588,0.2804818528958501,0.10174707394636621,-0.3163656015223161,0.6180480967120927,3.7668588110214176
376883641,yes,3.621,0.082,0.079,5691.0,25.0,24.0,1.957,0.022,0.021,3.93,0.021,0.024,1.19,0.054,0.057,6.11,1.0,0.84,6110000000.0,840000000.0,1000000000.0,5110000000.0,5270000000.0,5110000000.0,1.136,1.133,1.133,9.786041210242555,0.3632151886293971,0.07554696139253074,-0.3448658615936907,0.5588285248170117,3.755188585608325
232677029,yes,8.44,0.76,0.64,6533.0,69.0,51.0,2.263,0.094,0.085,3.937,0.035,0.037,1.619,0.079,0.081,1.73,0.36,0.29,1730000000.0,290000000.0,360000000.0,1370000000.0,1440000000.0,1370000000.0,1.54,1.538,1.538,9.238046103128795,0.34392106370373116,0.20924684875337374,-0.34409371786273907,0.926342446625655,3.8151126581898125
441738060,yes,4.51,0.19,0.18,5158.0,23.0,22.0,2.659,0.053,0.052,3.641,0.04,0.054,1.13,0.1,0.13,6.1,3.5,1.6,6100000000.0,1600000000.0,3500000000.0,2600000000.0,4500000000.0,2600000000.0,1.0299999999999998,0.9999999999999999,0.9999999999999999,9.785329835010767,0.18510912343417288,0.05307844348341968,-0.32054485725616216,0.6541765418779605,3.712481337801919
376871394,yes,7.23,0.53,0.49,6164.0,34.0,29.0,2.356,0.085,0.08,3.879,0.034,0.046,1.545,0.08,0.15,2.33,1.0,0.4,2330000000.0,400000000.0,1000000000.0,1330000000.0,1930000000.0,1330000000.0,1.4649999999999999,1.395,1.395,9.36735592102602,0.24790200039971022,0.18892848376085342,-0.3270491169810688,0.8591382972945308,3.7898626300463816
258828187,yes,3.92,0.28,0.24,6136.0,68.0,50.0,1.752,0.051,0.051,4.066,0.035,0.045,1.308,0.077,0.13,3.44,1.8,0.82,3440000000.0,820000000.0,1800000000.0,1640000000.0,2620000000.0,1640000000.0,1.231,1.178,1.178,9.53655844257153,0.20704736927945724,0.11660774398824847,-0.32621565847703954,0.5932860670204572,3.7878853509409245
219856298,yes,4.77,0.15,0.15,4976.0,18.0,18.0,2.937,0.05,0.048,3.567,0.056,0.061,1.16,0.16,0.15,6.4,4.1,2.3,6400000000.0,2300000000.0,4099999999.9999995,2300000000.0000005,4100000000.0,2300000000.0000005,0.9999999999999999,1.01,0.9999999999999999,9.806179973983888,0.15607457943398112,0.06445798922691845,-0.31225490405126144,0.6785183790401139,3.696880371682762
229793976,yes,4.99,0.43,0.39,6255.0,50.0,39.0,1.898,0.076,0.071,4.029,0.038,0.043,1.41,0.078,0.091,2.68,0.88,0.6,2680000000.0,600000000.0,880000000.0,1800000000.0,2080000000.0,1800000000.0,1.3319999999999999,1.319,1.319,9.42813479402879,0.29169032366636316,0.14921911265537988,-0.33883864779758305,0.69810054562339,3.796227314029439
229736680,yes,5.2,0.32,0.3,5041.0,22.0,22.0,2.988,0.09,0.085,3.572,0.056,0.068,1.22,0.15,0.17,5.5,3.7,1.8,5500000000.0,1800000000.0,3700000000.0,1800000000.0,3700000000.0,1800000000.0,1.07,1.05,1.05,9.740362689494244,0.1421327395319733,0.08635983067474821,-0.3117430107659315,0.7160033436347992,3.7025166974381505
230002632,yes,6.08,0.42,0.36,6531.0,49.0,38.0,1.924,0.058,0.057,4.053,0.031,0.032,1.524,0.073,0.073,1.81,0.49,0.45,1810000000.0,450000000.0,490000000.0,1320000000.0,1360000000.0,1320000000.0,1.451,1.451,1.451,9.257678574869184,0.3167230475758521,0.18298496700358172,-0.3448654621410244,0.7839035792727349,3.8149796837607566
230125546,yes,4.14,0.3,0.27,6004.0,31.0,28.0,1.878,0.068,0.059,4.009,0.038,0.048,1.328,0.086,0.14,3.66,2.0,0.83,3660000000.0,830000000.0,2000000000.0,1660000000.0,2830000000.0,1660000000.0,1.242,1.1880000000000002,1.1880000000000002,9.563481085394411,0.19697509288508142,0.1231980750319987,-0.32403029983054404,0.617000341120899,3.7784406835712327
233612258,yes,4.11,0.26,0.23,6022.0,44.0,38.0,1.862,0.057,0.053,4.029,0.034,0.054,1.36,0.075,0.15,3.41,1.9,0.77,3410000000.0,770000000.0,1900000000.0,1510000000.0,2640000000.0,1510000000.0,1.2850000000000001,1.2100000000000002,1.2100000000000002,9.532754378992498,0.1923122192592112,0.13353890837021754,-0.3222654289164343,0.6138418218760693,3.7797407511767407
224608088,yes,6.45,0.35,0.32,5644.0,30.0,27.0,2.655,0.069,0.064,3.733,0.023,0.023,1.389,0.058,0.052,3.37,0.34,0.28,3370000000.0,280000000.0,340000000.0,3030000000.0,3090000000.0,3030000000.0,1.331,1.337,1.331,9.52762990087134,0.39047842141449635,0.14270224573761559,-0.34709077153274703,0.8095597146352678,3.7515870050823104
160604494,yes,6.02,0.29,0.27,4794.0,16.0,18.0,3.559,0.085,0.082,3.4,0.064,0.056,1.16,0.18,0.14,7.2,4.1,2.8,7200000000.0,2800000000.0,4099999999.9999995,3100000000.0000005,4400000000.0,3100000000.0000005,0.98,1.02,0.98,9.857332496431269,0.18698790193056677,0.06445798922691845,-0.30600980597023625,0.7795964912578245,3.680698029697635
233208438,yes,1.93,0.079,0.068,5982.0,47.0,40.0,1.293,0.023,0.023,4.273,0.034,0.038,1.144,0.083,0.085,4.5,2.7,2.1,4500000000.0,2100000000.0,2700000000.0,1800000000.0,2400000000.0,1800000000.0,1.061,1.059,1.059,9.653212513775344,0.17371779276130073,0.05842602445700535,-0.3353028097314088,0.2855573090077737,3.7768464086952993
229644321,yes,3.44,0.2,0.16,6051.0,65.0,50.0,1.688,0.037,0.037,4.088,0.032,0.047,1.278,0.076,0.13,3.84,2.2,0.92,3840000000.0,920000000.0,2200000000.0,1640000000.0,2920000000.0,1640000000.0,1.202,1.1480000000000001,1.1480000000000001,9.584331224367531,0.18547993497951376,0.10653085382238137,-0.3253705873450578,0.5365584425715302,3.781827152932428
377053036,yes,6.53,0.68,0.53,6243.0,130.0,96.0,2.182,0.089,0.081,3.923,0.042,0.059,1.466,0.09,0.17,2.55,1.2,0.5,2550000000.0,500000000.0,1200000000.0,1350000000.0,2050000000.0,1350000000.0,1.376,1.296,1.296,9.406540180433955,0.22992060806642742,0.16613397030510912,-0.3202125051531408,0.814913181275074,3.7953933349312896
233499061,yes,14.0,1.3,1.1,4964.0,27.0,27.0,5.06,0.22,0.21,3.16,0.071,0.09,1.36,0.2,0.25,3.8,3.8,1.5,3800000000.0,1500000000.0,3800000000.0,0.0,2300000000.0,0.0,1.1600000000000001,1.11,1.11,9.57978359661681,0.0,0.13353890837021754,-0.2956319223944149,1.146128035678238,3.695831772826692
229962295,yes,4.45,0.26,0.24,5721.0,30.0,29.0,2.146,0.061,0.058,3.876,0.026,0.028,1.264,0.055,0.062,4.99,0.72,0.58,4990000000.0,580000000.0,720000000.0,4270000000.0,4410000000.0,4270000000.0,1.209,1.202,1.202,9.69810054562339,0.37163074904346394,0.10174707394636621,-0.34444877991831874,0.6483600109809317,3.757471947765668
383676204,yes,3.71,0.17,0.16,4916.0,15.0,15.0,2.654,0.061,0.058,3.633,0.051,0.049,1.1,0.13,0.11,8.1,3.5,2.7,8100000000.0,2700000000.0,3500000000.0,4600000000.0,5400000000.0,4600000000.0,0.9700000000000001,0.9900000000000001,0.9700000000000001,9.90848501887865,0.2466363724388837,0.04139268515822507,-0.3194083800349813,0.5693739096150459,3.6916118742144164
233504702,yes,5.63,0.82,0.68,6340.0,110.0,110.0,1.97,0.13,0.12,3.992,0.057,0.06,1.398,0.09,0.12,2.66,1.1,0.56,2660000000.0,560000000.0,1100000000.0,1560000000.0,2100000000.0,1560000000.0,1.3079999999999998,1.278,1.278,9.424881636631067,0.2546990194620574,0.14550717140966257,-0.33112421327461666,0.7505083948513462,3.8020892578817325
229712257,yes,4.8,0.24,0.22,4980.0,23.0,22.0,2.943,0.07,0.07,3.539,0.061,0.056,1.09,0.15,0.13,7.1,4.0,2.6,7100000000.0,2600000000.0,4000000000.0,3100000000.0,4500000000.0,3100000000.0,0.9400000000000001,0.9600000000000001,0.9400000000000001,9.851258348719075,0.189621534352124,0.03742649794062367,-0.3123694930068766,0.6812412373755872,3.6972293427597176
441715987,yes,5.09,0.22,0.21,5863.0,28.0,28.0,2.186,0.043,0.044,3.883,0.055,0.035,1.325,0.17,0.082,4.1,0.82,1.5,4099999999.9999995,1500000000.0,820000000.0,3279999999.9999995,2599999999.9999995,2599999999.9999995,1.155,1.2429999999999999,1.155,9.612783856719735,0.2754062568166962,0.12221587827282664,-0.31574273241349443,0.7067177823367587,3.7681198941847973
353894978,yes,4.98,0.26,0.22,6107.0,56.0,44.0,1.991,0.04,0.037,3.967,0.037,0.047,1.352,0.093,0.13,3.39,1.5,0.81,3390000000.0,810000000.0,1500000000.0,1890000000.0,2580000000.0,1890000000.0,1.2590000000000001,1.222,1.222,9.530199698203083,0.24212878194606072,0.13097669160561715,-0.32738725709374566,0.6972293427597176,3.7858279199958655
233715368,yes,3.61,0.21,0.18,5907.0,50.0,40.0,1.813,0.046,0.041,4.0,0.054,0.04,1.193,0.15,0.081,5.4,1.6,2.0,5400000000.0,2000000000.0,1600000000.0,3800000000.0,3400000000.0,3400000000.0,1.0430000000000001,1.112,1.0430000000000001,9.732393759822969,0.2734446737909363,0.0766404436703419,-0.3166730622913162,0.557507201905658,3.771366970857781
353898370,yes,6.96,0.46,0.39,6388.0,70.0,49.0,2.15,0.056,0.053,3.948,0.031,0.035,1.499,0.078,0.092,2.24,0.68,0.41,2240000000.0,410000000.0,680000000.0,1560000000.0,1830000000.0,1560000000.0,1.421,1.407,1.407,9.350248018334163,0.30245508561119316,0.1758016328482795,-0.3399849726485289,0.8426092396105621,3.8053649074664455
229672410,yes,6.84,0.49,0.46,4926.0,29.0,29.0,3.59,0.13,0.13,3.397,0.071,0.075,1.17,0.2,0.17,6.0,4.5,2.5,6000000000.0,2500000000.0,4500000000.0,1500000000.0,3500000000.0,1500000000.0,0.97,0.9999999999999999,0.97,9.778151250383644,0.10857362047581294,0.06818586174616162,-0.30029847695596534,0.8350561017201162,3.6924944075030846
219813035,yes,2.56,0.22,0.18,6229.0,80.0,53.0,1.37,0.047,0.044,4.248,0.039,0.042,1.215,0.08,0.092,3.0,2.1,1.4,3000000000.0,1400000000.0,2100000000.0,900000000.0,1600000000.0,900000000.0,1.135,1.123,1.123,9.477121254719663,0.13028834457097552,0.08457627793433102,-0.3347886571271583,0.4082399653118496,3.794418330874141
236761237,yes,4.92,0.3,0.28,5424.0,28.0,27.0,2.509,0.077,0.071,3.759,0.027,0.031,1.322,0.063,0.071,4.12,0.65,0.44,4120000000.0,440000000.0,650000000.0,3470000000.0,3680000000.0,3470000000.0,1.2590000000000001,1.2510000000000001,1.2510000000000001,9.614897216033135,0.3657771485932727,0.12123145514962146,-0.34276234989639076,0.6919651027673603,3.734319680859007
359583814,yes,4.29,0.29,0.25,6284.0,47.0,37.0,1.745,0.053,0.049,4.092,0.032,0.035,1.376,0.075,0.079,2.67,0.89,0.71,2670000000.0,710000000.0,890000000.0,1780000000.0,1960000000.0,1780000000.0,1.301,1.297,1.297,9.426511261364576,0.28952965460216784,0.13861843389949247,-0.34141987517674705,0.6324572921847242,3.7982361763679355
