RA,DEC,Star_name,Cluster_name,Age_Myr,DistancePC,V,B-V,V-I,J,H,Ks,2mass_quality,V-Ks,spectral_type,ref,binarity,L_X,L_X_err,L_x_upper_lim,Lx_ref,P_rot,P_rot_err,P_rot_upper_lim,P_rot_ref,data_origin,Mass,Radius,Teff,d(r),Lbol,log(Lx/Lbol),HD,HIP,Gliese,var_name,2mass_name,logTeff,logLum,logMass,logAge_wright,logA_boss,e_logA_boss,E_logA_boss,age_up_diff,age_lo_diff,logA_err,logAge
57.205509,23.977320,HII2034,Pleiades,125,133,12.650,0.960,1.150,10.658,10.133,9.992,-,2.541,-,-,-,29.723,0.046,-,S94,0.551,2.440e-06,-,H10,ME,0.791,0.6971,4600,0.685,0.2229,-3.211,-,-,-,V0545_Tau,-,3.662757831681574,-0.6518899315197623,-0.10182351650232342,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.275452,23.781273,HII2147,Pleiades,125,133,10.870,0.820,0.980,9.166,8.719,8.603,-,1.953,K0,B84,Yes,30.654,0.023,-,S94,0.776,8.230e-06,-,H10,ME,1.044,0.9444,5500,0.723,0.8315,-2.852,-,-,-,V1282_Tau,-,3.7403626894942437,-0.08013774644446194,0.01870049866624337,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.298859,24.636606,HII2172,Pleiades,125,133,10.440,0.620,0.700,9.246,9.028,8.949,-,1.34,F9,K67,-,29.347,0.092,-,S94,4.667,6.046e-04,-,H10,ME,1.107,1.014,5696,0.941,1.084,-4.273,282965,-,-,-,-,3.7555699806288,0.03502928220236815,0.0441476208787228,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.335793,24.776670,HII2244,Pleiades,125,133,12.600,1.010,1.200,10.624,10.030,9.925,-,2.558,-,-,-,30.044,0.046,-,S94,0.561,3.230e-06,-,H10,ME,0.801,0.7075,4639,0.685,0.2343,-2.912,-,-,-,V0664_Tau,-,3.6664243725187595,-0.6302277114030372,-0.09636748391576232,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.350216,23.839287,HII2284,Pleiades,125,133,11.350,0.780,-,9.854,9.482,9.378,-,1.545,G2,B46,-,29.2,0.169,-,M99,5.819,2.312e-04,-,H10,ME,0.933,0.8297,5126,0.699,0.4884,-4.074,-,-,-,V1089_Tau,-,3.709778601848225,-0.31122434472715516,-0.030118356253500032,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.369747,23.712238,HII2311,Pleiades,125,133,11.350,0.820,0.850,9.914,9.543,9.428,-,1.545,G2,B46,-,28.86,0.317,-,M99,2.933,4.390e-04,-,H10,ME,0.933,0.8297,5126,0.699,0.4884,-4.414,-,-,-,-,-,3.709778601848225,-0.31122434472715516,-0.030118356253500032,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.388004,23.795427,HII2341,Pleiades,125,133,10.930,0.720,0.740,9.595,9.294,9.214,-,1.621,G4,B84,-,29.13,0.201,-,M99,4.881,3.290e-03,-,H10,ME,1.016,0.9134,5411,0.723,0.7239,-4.315,-,-,-,V1090_Tau,-,3.733277533932582,-0.14032142337155173,0.006893707947900456,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.402245,24.296135,HII2366,Pleiades,125,133,11.490,0.820,0.860,10.029,9.634,9.550,-,1.545,G2,B46,-,28.897,0.115,-,S94,6.218,1.308e-05,-,H10,ME,0.911,0.8074,5046,0.699,0.4293,-4.322,-,-,-,-,-,3.702947246181556,-0.3672391115205612,-0.04048162302700174,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.426128,24.463060,HII2407,Pleiades,125,133,12.190,0.950,1.020,10.355,9.909,9.783,-,2.41,K3,H62,Yes,29.209,0.139,-,S94,7.292,8.029e-05,-,H10,ME,0.835,0.7375,4764,0.685,0.2904,-3.839,-,-,-,V1283_Tau,-,3.67797175281074,-0.5370033879719439,-0.07831352451639793,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
57.551674,24.532957,HII2588,Pleiades,125,133,13.290,1.180,1.310,10.983,10.433,10.271,-,2.902,-,-,-,29.251,0.115,-,S94,5.972,1.436e-03,-,H10,ME,0.719,0.6229,4323,0.661,0.1496,-3.509,-,-,-,V0370_Tau,-,3.6357852355336515,-0.8250684064715574,-0.14327110961711742,8.096910013008056,7.937,7.966,7.925,0.012000000000000455,0.028999999999999915,0.012000000000000455,7.937
