HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,Age,Age_err,logAge,logAge_err,logMass,logMass_err,logTeff,logLum
23,6572,223,4.25,0.14,,,1584.0,1913.0,2207.0,1122.0,4097.0,68,259.0,6310.0,95,1835.0,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.28,2767134252131256448,7.4488273,19761295.30063605,3044.08971937496,7.686630999999999,11638657.07262552,8798.02486557518,7.106007000000001,11544235.438795872,13972.929959057485,6.7162004,6.668692599999999,6.763708,2513.0,462.0,462.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,1584000000.0,462000000.0,9.199755177253476,0.12666922388844845,0.09691001300805642,0.017371779276130084,3.8176975547630243,0.827123646268231
194,7214,245,4.27,0.14,,,657.0,833.0,1172.0,487.0,1679.0,68,97.0,2113.0,95,513.0,1.46,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.48,2746883550048724992,5.6079764,107685140.02381372,152224.63838184453,5.7964916,66367988.76201671,143479.21853930873,5.3596673,57663518.42963111,97399.5435931794,5.840716400000001,5.745519,5.9359136,1022.0,170.0,170.0,0.040000000000000036,0.06000000000000005,0.040000000000000036,657000000.0,170000000.0,8.81756536955978,0.11237452347572724,0.1643528557844371,0.011898478956253485,3.8581761379823445,0.7664661192845115
255,6758,230,4.22,0.14,,,1220.0,1499.0,1804.0,858.0,2867.0,68,194.0,4732.0,95,1484.0,1.32,1.32,1.32,1.2,1.4,68,1.1,1.5,95,1.35,2336582708626465664,7.863263000000001,13490905.499196814,4939.044415229217,8.090474,8023534.668709918,8095.823146180729,7.534008999999999,7783310.545924407,8627.205123679883,4.4184666,4.3866606,4.4502726,1647.0,362.0,362.0,0.07999999999999985,0.1200000000000001,0.07999999999999985,1220000000.0,362000000.0,9.086359830674748,0.1288644282368665,0.1205739312058499,0.026320877691106116,3.8298181874388777,0.6452715764302022
267,6560,223,4.21,0.14,,,1734.0,2057.0,2271.0,1259.0,4217.0,68,316.0,6494.0,95,2110.0,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.29,2444844338643998080,8.010036,11785056.4163557,4272.637176992464,8.23545,7020618.567784334,5567.737883171233,7.6680017,6879666.130868548,12457.999345483351,3.4604523,3.4243124,3.4965923,2483.0,475.0,475.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,1734000000.0,475000000.0,9.239049093140192,0.11896763489275927,0.09691001300805642,0.017371779276130084,3.8169038393756605,0.5391328671616431
277,7245,246,4.28,0.14,,,616.0,780.0,1138.0,448.0,1615.0,68,92.0,2054.0,95,317.0,1.47,1.47,1.46,1.4,1.6,68,1.3,1.6,95,1.48,2309505074424681216,6.879589999999999,33381839.65890526,10354.870809707949,7.066611,20602070.312085785,28849.097451031168,6.617454,18104495.69050673,23482.06269058841,5.7332497,5.703626,5.762873,999.0,168.0,168.0,0.13000000000000012,0.07000000000000006,0.13000000000000012,616000000.0,168000000.0,8.789580712164426,0.11844394960997774,0.16731733474817606,0.03840699499824679,3.8600383898071935,0.7584008569971736
301,11419,388,3.62,0.14,211.0,0.0,217.0,218.0,221.0,187.0,258.0,68,158.0,294.0,95,197.0,3.49,3.5,3.43,3.1,3.8,68,2.9,4.1,95,3.71,2414783622022208128,4.477696,304977596.07749355,904337.2936487072,4.519443,215168139.61061785,474224.6162517779,4.5476804,121813595.40628488,664471.3609942398,,,,41.0,30.0,30.0,0.3099999999999996,0.3900000000000001,0.3099999999999996,217000000.0,30000000.0,8.33645973384853,0.060040711783859696,0.5428254269591799,0.038576300684816,4.057628072955568,
378,6583,224,3.8,0.14,,,2212.0,2144.0,2024.0,1600.0,2711.0,68,1298.0,4340.0,95,1815.0,1.5,1.5,1.46,1.3,1.7,68,1.2,1.8,95,1.63,2769083686246518528,7.257411500000001,23571196.78620952,6386.289416535435,7.494066,13897248.676970651,20563.6233910318,6.920897500000001,13690174.576699298,55658.10647271965,10.444732,10.344927,10.544537,499.0,612.0,499.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,2212000000.0,499000000.0,9.344785122632661,0.09797149478739721,0.17609125905568124,0.05790593092043356,3.8184238550920786,1.0188973009544924
435,6165,210,3.99,0.14,,,3857.0,3948.0,4532.0,2940.0,5348.0,61,2160.0,6982.0,94,3761.0,1.22,1.21,1.13,1.1,1.3,68,1.0,1.5,95,1.28,4976895849340161280,9.184285,3996062.767592165,667.907951466199,9.446363,2301494.072507378,1625.2880194510833,8.794042999999999,2438658.7271451526,2486.098481084346,2.00503,1.9920069,2.018053,1491.0,917.0,917.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,3857000000.0,917000000.0,9.586249638866041,0.10325331602418508,0.08635983067474821,0.02847832668218047,3.7899330809317506,0.3021208750793859
560,6855,233,4.32,0.14,,,868.0,1078.0,1518.0,562.0,2371.0,68,112.0,3548.0,95,102.0,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.37,2337191189529102336,6.0797935,69731477.97452827,29573.0685406179,6.2986283,41793035.51023899,109005.97672684956,5.7747407,39343380.87004729,98512.27488981244,4.3119693,4.2979884,4.32595,1503.0,306.0,306.0,0.05999999999999983,0.040000000000000036,0.05999999999999983,868000000.0,306000000.0,8.938519725176493,0.1531038150488422,0.12710479836480765,0.019446021577757485,3.8360074591255313,0.6346756601359974
596,6644,226,4.15,0.14,,,1699.0,1961.0,2083.0,1214.0,3384.0,68,365.0,5788.0,95,2054.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.35,4684110819285845376,7.448121,19774153.641201787,5441.650993747413,7.6839333,11667610.887919916,13547.622218316932,7.1178136,11419382.546591451,19753.361836254306,5.420157,5.399197,5.441117,1685.0,485.0,485.0,0.09999999999999987,0.10000000000000009,0.09999999999999987,1699000000.0,485000000.0,9.230193378869046,0.1239745872413638,0.11394335230683678,0.033407267838711625,3.8224296237793567,0.7340118664730988
606,6425,218,4.22,0.14,,,2186.0,2566.0,2699.0,1639.0,5171.0,68,434.0,7286.0,95,2642.0,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.24,2336290689505289472,6.9343944,31738662.21115119,7370.555755358206,7.1990056,18236987.318531103,31207.46407884952,6.568390400000001,18941392.07755393,91894.8879970532,3.0310512000000003,3.0169277,3.0451746,2985.0,547.0,547.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,2186000000.0,547000000.0,9.339650157613685,0.10867295590168286,0.08278537031645007,0.032302895348175785,3.807873132003332,0.48159327245791267
649,6300,214,3.87,0.14,,,3172.0,3088.0,2778.0,2230.0,4375.0,68,1820.0,5906.0,94,2971.0,1.34,1.32,1.21,1.2,1.5,68,1.1,1.6,95,1.41,2441673072233002496,7.721984399999999,15365709.605287263,3028.4352085286823,7.987032000000001,8825562.78588276,5347.973474659187,7.346521000000001,9250380.382259578,14801.243042221962,4.503764599999999,4.4749885,4.532541,1203.0,942.0,942.0,0.15999999999999992,0.14000000000000012,0.15999999999999992,3172000000.0,942000000.0,9.501333178645567,0.1289739602625672,0.12710479836480765,0.05185605754068675,3.7993405494535817,0.653575682999436
691,6969,237,4.43,0.14,,,614.0,772.0,1172.0,365.0,1884.0,68,77.0,2738.0,95,47.0,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.39,395877894575975168,7.6836615,15917747.728915842,3548.180401920711,7.885942,9686756.892114753,7646.366934157701,7.3861723,8918650.874189595,7722.104574893579,3.7556,3.740044600000001,3.7711554,1270.0,249.0,249.0,0.1399999999999999,0.06000000000000005,0.1399999999999999,614000000.0,249000000.0,8.788168371141168,0.1761226807718399,0.13353890837021754,0.044706784901805297,3.843170464519898,0.5746793303875859
813,12516,426,4.26,0.14,240.0,0.0,70.0,85.0,128.0,53.0,178.0,68,13.0,205.0,95,73.0,3.09,3.08,3.04,2.9,3.2,68,2.7,3.4,95,3.08,2753834422041820928,5.5210414000000005,116662066.07115538,142942.99273528883,5.505065,86801895.33349071,133885.05391423462,5.6054864,45980481.6611672,90263.82774064074,,,,108.0,17.0,17.0,0.11000000000000032,0.18999999999999995,0.11000000000000032,70000000.0,17000000.0,7.845098040014257,0.10547151703364685,0.4899584794248346,0.015460321362251726,4.097465554474156,
818,7228,246,3.96,0.14,,,1222.0,1318.0,1314.0,1084.0,1682.0,68,546.0,2239.0,95,1367.0,1.58,1.57,1.52,1.4,1.7,68,1.3,1.9,95,1.67,2429214162381199104,7.0193167,29350781.487158157,6560.979512472388,7.2011460000000005,18201061.94407332,19907.372857416856,6.7668633,15776937.252156897,26799.02984993032,9.129073,9.069174,9.188972,460.0,138.0,138.0,0.11999999999999988,0.18000000000000016,0.11999999999999988,1222000000.0,138000000.0,9.087071205906536,0.04904471235895969,0.19865708695442263,0.032984391030626684,3.8590181438888944,0.9604266798974616
819,6467,220,3.97,0.14,,,2753.0,2714.0,2476.0,1948.0,3948.0,68,1496.0,6131.0,95,2438.0,1.32,1.31,1.3,1.2,1.4,68,1.1,1.6,95,1.43,4635412796456855424,7.764895399999999,14770258.1285708,5023.300228337276,8.015657000000001,8595917.239339953,10781.583502682071,7.4132237,8699184.707543373,20634.733440482167,5.2644763,5.2368283,5.292124299999999,1195.0,805.0,805.0,0.07999999999999985,0.1200000000000001,0.07999999999999985,2753000000.0,805000000.0,9.43980621139333,0.12699130328082736,0.1205739312058499,0.026320877691106116,3.8107028609471167,0.7213551748885622
922,6479,220,4.23,0.14,,,1937.0,2371.0,2476.0,1413.0,4732.0,68,355.0,6879.0,95,2343.0,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.25,2366186788622519552,8.369816,8460965.013450377,2359.6250370558027,8.618207,4934832.0212976085,4243.462175929514,8.011167,5015351.924453208,5035.073204461813,3.3750339,3.3453686,3.404699,2795.0,524.0,524.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,1937000000.0,524000000.0,9.28712962071911,0.11748596206365718,0.08635983067474821,0.02847832668218047,3.811507979945327,0.5282781393919317
952,6409,218,4.0,0.14,,,2950.0,2961.0,2623.0,2100.0,4401.0,68,1496.0,6494.0,95,2606.0,1.28,1.27,1.21,1.1,1.4,68,1.1,1.5,95,1.39,2859795732000514688,8.316996000000001,8882759.342426306,4321.339798284452,8.576058,5130170.897232046,6767.890549182971,7.951179499999999,5300247.670724371,5035.847743537792,4.7488246,4.661336,4.8363132,1451.0,850.0,850.0,0.11999999999999988,0.17999999999999994,0.11999999999999988,2950000000.0,850000000.0,9.469822015978163,0.12513569817551323,0.10720996964786837,0.04071510767842981,3.8067902715840667,0.6765861290137108
964,7001,238,4.41,0.14,,,609.0,772.0,1172.0,375.0,1863.0,68,77.0,2585.0,95,35.0,1.37,1.38,1.38,1.3,1.5,68,1.2,1.5,95,1.39,2337280318690453248,7.8194623,14046281.658270655,6182.635521558983,8.025027,8522056.302606381,8732.758151344291,7.530328,7809744.901640105,13779.77889734398,4.5472765,4.514868,4.579685,1254.0,234.0,234.0,0.1299999999999999,0.07000000000000006,0.1299999999999999,609000000.0,234000000.0,8.784617292632875,0.1668717713716928,0.1367205671564068,0.041210425290089545,3.8451600776519457,0.6577513625564011
1058,6538,222,4.06,0.14,,,2321.0,2512.0,2337.0,1712.0,3947.0,68,818.0,6494.0,95,2367.0,1.3,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.38,4995068341300822144,7.456303,19625691.35976492,4655.832864031339,7.696797,11530189.480227064,14435.4792430627,7.116911999999999,11428867.45970692,20756.24494038336,3.894157,3.8713286,3.9169853,1626.0,609.0,609.0,0.09999999999999987,0.10000000000000009,0.09999999999999987,2321000000.0,609000000.0,9.365675140455918,0.11395318374798807,0.11394335230683678,0.033407267838711625,3.81544491624435,0.5904134569064461
1071,6942,236,4.32,0.14,,,779.0,1000.0,1392.0,516.0,2113.0,68,103.0,2985.0,95,71.0,1.37,1.37,1.35,1.3,1.5,68,1.2,1.5,95,1.4,2336964827572674176,7.8857026,13214943.606474198,5342.546244205299,8.092727,8006905.166725603,6215.942113330544,7.585228999999999,7424657.189439886,7949.393517229126,4.26516,4.22727,4.30305,1334.0,263.0,263.0,0.1299999999999999,0.07000000000000006,0.1299999999999999,779000000.0,263000000.0,8.891537457672564,0.14662316911496176,0.1367205671564068,0.041210425290089545,3.841484609335393,0.6299353276052404
1072,6387,217,3.73,0.14,,,2458.0,2387.0,2024.0,1679.0,3073.0,68,1413.0,4870.0,95,2836.0,1.49,1.49,1.46,1.3,1.7,68,1.2,1.8,95,1.47,2364618266565627008,7.330857000000001,22029442.228594813,4849.48517622387,7.592397999999999,12693928.05051227,18649.216686017746,6.9664307,13127916.838653648,25627.922306666707,9.104992,9.041334,9.16865,615.0,779.0,615.0,0.20999999999999996,0.18999999999999995,0.20999999999999996,2458000000.0,615000000.0,9.390581878550435,0.10866196353559797,0.17318626841227402,0.06120928939576031,3.805296916157985,0.9592795685430879
1086,7089,241,4.25,0.14,,,759.0,961.0,1314.0,557.0,1909.0,68,115.0,2512.0,95,726.0,1.43,1.43,1.44,1.3,1.5,68,1.2,1.6,95,1.45,383275940831929728,5.603004,108179446.62352118,105877.86860478803,5.802822,65982141.2288786,136920.91477044715,5.3336496,59061995.54015311,85596.66082107575,5.844130000000001,5.820432,5.867828,1150.0,202.0,202.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,759000000.0,202000000.0,8.880241775895481,0.11558298464355315,0.1553360374650618,0.021259170442816538,3.8505849763520312,0.7667198680519064
1140,6426,218,4.1,0.14,,,2643.0,2839.0,2699.0,1975.0,4766.0,68,818.0,6879.0,95,2706.0,1.24,1.23,1.18,1.1,1.3,68,1.0,1.4,95,1.32,4922906809055232640,6.5384793,45704035.43737405,9259.472752682472,6.7993546,26351988.064528182,42284.48548317157,6.181789,27042847.15747343,45067.56073857108,3.7789776,3.7709992,3.786956,2123.0,668.0,668.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,2643000000.0,668000000.0,9.42209716313171,0.10976493148368226,0.09342168516223506,0.02101424912435091,3.807940721215499,0.5773743176314292
1196,7298,248,4.13,0.14,,,834.0,1046.0,1206.0,708.0,1631.0,68,168.0,2113.0,95,1184.0,1.52,1.51,1.49,1.4,1.6,68,1.3,1.7,95,1.55,2752338227234710784,5.942248,79149306.80247414,89211.75039821773,6.1240373,49084045.76365683,194021.6794253493,5.695489,42322602.75574197,124627.80335853288,17.379917000000003,17.126407999999998,17.633426999999998,797.0,126.0,126.0,0.08000000000000007,0.1200000000000001,0.08000000000000007,834000000.0,126000000.0,8.921166050637739,0.0656128353954553,0.18184358794477254,0.022857604310697482,3.8632038590286295,1.2400476980891684
1197,7298,248,4.13,0.14,,,834.0,1046.0,1206.0,708.0,1631.0,68,168.0,2113.0,95,1184.0,1.52,1.51,1.49,1.4,1.6,68,1.3,1.7,95,1.55,2752338227234710912,7.512776,18630991.60319668,5490.959106919949,7.743624,11043471.619876413,11879.97095183582,7.184427,10739825.040321931,16156.119868364893,4.193943,4.144529,4.243357,797.0,126.0,126.0,0.08000000000000007,0.1200000000000001,0.08000000000000007,834000000.0,126000000.0,8.921166050637739,0.0656128353954553,0.18184358794477254,0.022857604310697482,3.8632038590286295,0.6226225236606342
1211,6850,233,4.23,0.14,,,1042.0,1300.0,1608.0,750.0,2512.0,68,154.0,3868.0,95,1206.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.38,2876189725248409344,7.897454700000001,13072671.527242783,4121.973073254911,8.107892999999999,7895837.638026453,12002.02220142962,7.597036,7344353.614905167,11237.210248697098,4.532123599999999,4.5039153,4.560332,1470.0,292.0,292.0,0.04999999999999982,0.050000000000000044,0.04999999999999982,1042000000.0,292000000.0,9.017867718963506,0.12170248437212046,0.13033376849500614,0.016084980811231487,3.8356905714924254,0.656301745424809
1402,6793,231,4.29,0.14,,,1012.0,1296.0,1655.0,668.0,2661.0,68,141.0,4217.0,95,758.0,1.32,1.32,1.32,1.2,1.4,68,1.1,1.5,95,1.35,2365392082233625472,6.340165,54863087.29436785,14845.757994344953,6.5719137000000005,32493002.35432381,69923.88248672125,6.014836,31537969.044878915,91799.49182481412,5.0607595000000005,5.042285,5.079234,1649.0,344.0,344.0,0.07999999999999985,0.1200000000000001,0.07999999999999985,1012000000.0,344000000.0,9.005180512503781,0.1476257922675085,0.1205739312058499,0.026320877691106116,3.832061614590727,0.7042156990347964
1455,7179,244,4.19,0.14,,,803.0,1020.0,1277.0,631.0,1778.0,68,137.0,2304.0,95,1085.0,1.47,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.49,2548860475095432576,7.111376299999999,26964714.401813723,5729.228116486096,7.295938,16679387.671096714,15915.184694479263,6.8468447,14656498.229882974,21261.66030743485,5.793933,5.762999,5.824867,975.0,172.0,172.0,0.030000000000000027,0.07000000000000006,0.030000000000000027,803000000.0,172000000.0,8.90471554527868,0.09302447183979988,0.16731733474817606,0.008863152691903105,3.8560639533331,0.7629734687934373
1473,9384,319,4.07,0.14,114.0,0.0,356.0,420.0,466.0,327.0,587.0,68,112.0,668.0,95,476.0,2.15,2.14,2.11,2.0,2.3,68,1.9,2.5,95,2.23,378607281313491328,4.509526,296166595.1502696,4167721.636255861,4.5341973,212263973.1593713,584898.5820896538,4.4310665,135625497.35648382,1394968.41124106,,,,231.0,29.0,29.0,0.1499999999999999,0.1499999999999999,0.1499999999999999,356000000.0,29000000.0,8.551449997972876,0.03537792127863568,0.33243845991560533,0.030299615016505917,3.9723879991074726,
1545,6873,234,4.27,0.14,,,937.0,1172.0,1518.0,647.0,2420.0,68,126.0,3447.0,95,821.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.38,2545563658199285376,7.808324000000001,14191120.773851618,2959.579525736686,8.023639999999999,8532953.507635772,5558.436230996062,7.494313000000001,8073147.068736971,7213.363733002059,4.9632215,4.929284,4.997159,1483.0,290.0,290.0,0.04999999999999982,0.050000000000000044,0.04999999999999982,937000000.0,290000000.0,8.971739590887779,0.13441344690708965,0.13033376849500614,0.016084980811231487,3.83714634390906,0.6957636574421701
1629,7092,241,4.21,0.14,,,823.0,1044.0,1353.0,631.0,1939.0,68,130.0,2512.0,95,1022.0,1.44,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.46,530362563377544192,7.562521,17796638.414402314,4941.549192246775,7.756276,10915529.592758993,12107.936537259491,7.2842655,9796292.35332126,15402.205636432587,5.806767,5.7774606,5.8360734,1116.0,192.0,192.0,0.06000000000000005,0.040000000000000036,0.06000000000000005,823000000.0,192000000.0,8.91539983521227,0.10131778921679749,0.15836249209524964,0.018095603412635507,3.85076872692888,0.7639344000570157
1686,6486,221,3.68,0.14,,,2079.0,2029.0,2024.0,1507.0,2584.0,67,1189.0,3868.0,95,1853.0,1.58,1.58,1.63,1.4,1.8,68,1.2,1.9,95,1.68,378821548641870336,4.998151999999999,188836317.3012585,245087.1626970693,5.2830386,106497583.82841058,102688.0054986828,4.677779699999999,108057819.99312028,322681.3234245401,17.927914,17.802162,18.053665,505.0,572.0,505.0,0.21999999999999997,0.18000000000000016,0.21999999999999997,2079000000.0,505000000.0,9.317854489331468,0.10549240661911599,0.19865708695442263,0.060471383556148964,3.811976944336954,1.2535297602263005
1721,6439,219,4.08,0.14,,,2656.0,2901.0,2623.0,1959.0,4583.0,68,917.0,6879.0,95,2637.0,1.25,1.24,1.21,1.1,1.3,68,1.1,1.5,95,1.34,378375593597553792,7.9728265,12195949.906471197,2849.224676638688,8.226063,7081581.322078551,4322.424315555603,7.601907000000001,7311478.467196858,5298.810847864671,5.202511,5.159999,5.245023000000001,1927.0,697.0,697.0,0.050000000000000044,0.1499999999999999,0.050000000000000044,2656000000.0,697000000.0,9.42422807069598,0.1139695986018699,0.09691001300805642,0.017371779276130084,3.808818425092124,0.716213007141089
1731,6362,216,4.07,0.14,,,3017.0,3164.0,2859.0,2228.0,4970.0,68,1189.0,6879.0,95,3147.0,1.23,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.3,2360212592193014528,8.884841,5265138.858367582,1469.854285832491,9.138244,3056735.2024225025,2849.396358420065,8.514986,3153359.6212642067,3158.8772502573497,3.346452,3.3181422,3.3747617999999995,1953.0,789.0,789.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,3017000000.0,789000000.0,9.479575310174988,0.11357585224450302,0.08990511143939793,0.024715946124575325,3.8035936647713444,0.5245846000597836
1787,6545,223,4.32,0.14,,,1448.0,1830.0,2207.0,944.0,4097.0,68,205.0,6310.0,95,1098.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.26,2426688481092390144,8.079446,11055233.71985785,3905.129949124224,8.324971000000001,6464974.56997822,9400.545978091595,7.724756200000001,6529284.470143328,4634.617104556549,2.9244932999999995,2.9059982000000004,2.9429884,2649.0,504.0,504.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,1448000000.0,504000000.0,9.160768561861127,0.1511632727066567,0.08990511143939793,0.024715946124575325,3.8159096508867747,0.46605063073392405
1795,7071,240,4.02,0.14,,,1267.0,1422.0,1433.0,1124.0,1968.0,68,410.0,2661.0,95,1513.0,1.5,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.58,4997275026778317184,6.6579375,40942211.60537254,10473.187861122333,6.855990400000001,25012610.54661515,57195.57684746459,6.375758599999999,22618539.14747344,53054.05660565827,7.705037599999999,7.666675,7.7434,701.0,143.0,143.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,1267000000.0,143000000.0,9.10277661488344,0.04901666212483426,0.17609125905568124,0.028952965460216806,3.8494808372439864,0.8867747623837925
2072,8226,280,4.3,0.14,,,348.0,436.0,640.0,266.0,866.0,68,60.0,1029.0,95,259.0,1.74,1.73,1.69,1.6,1.8,68,1.6,1.9,95,1.71,4992538055807707776,3.8367267,550371053.9887009,1947461.379014145,4.009089,344286197.8234625,1069748.7904136796,3.7527936,253308985.338473,657989.8065080723,10.682012,10.5565815,10.807442,518.0,82.0,82.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,348000000.0,82000000.0,8.54157924394658,0.10233375723007657,0.24054924828259971,0.014975671789767317,3.9151887051731564,1.028653061512809
2099,6501,221,4.16,0.14,,,2122.0,2409.0,2476.0,1585.0,4467.0,68,487.0,6879.0,95,2463.0,1.25,1.24,1.21,1.1,1.3,68,1.1,1.4,95,1.3,2375020574277335936,8.463023,7764923.783541737,4135.406791155087,8.709752,4535804.98016154,4329.345864914358,8.108488000000001,4585352.499380213,5203.865976208553,3.4164674,3.3850763,3.4478586000000004,2345.0,537.0,537.0,0.050000000000000044,0.1499999999999999,0.050000000000000044,2122000000.0,537000000.0,9.326745379565322,0.1099039287380048,0.09691001300805642,0.017371779276130084,3.8129801660394804,0.533577281031878
2177,6875,234,4.38,0.14,,,758.0,930.0,1392.0,473.0,2239.0,68,94.0,3255.0,95,34.0,1.33,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.36,2315959345118785408,7.630225,16720767.76599628,3376.892103309144,7.844040400000001,10067904.145201506,11618.914067721318,7.319694500000001,9481788.143243063,10329.797617098293,4.303773400000001,4.2834353,4.3241115,1481.0,285.0,285.0,0.06999999999999984,0.030000000000000027,0.06999999999999984,758000000.0,285000000.0,8.879669205632053,0.1632901416127002,0.12385164096708583,0.02285760431069741,3.8372727025023003,0.6338493970169994
2337,6840,233,4.21,0.14,,,1097.0,1363.0,1655.0,798.0,2573.0,68,173.0,4097.0,95,1353.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.38,2374591799102346624,6.041018,72266830.04991233,24988.313984787397,6.2617545,43236784.86844628,73801.66720237395,5.738121,40692987.21318994,60868.6498177083,5.057502,5.0414615,5.073542,1476.0,299.0,299.0,0.04999999999999982,0.050000000000000044,0.04999999999999982,1097000000.0,299000000.0,9.040206627574712,0.11837196908757729,0.13033376849500614,0.016084980811231487,3.835056101720116,0.7039360631855595
2343,6899,235,4.33,0.14,,,802.0,1029.0,1433.0,522.0,2260.0,68,103.0,3162.0,95,31.0,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.39,2542650673939738752,7.3499064,21646299.435358595,4716.360095175086,7.5639744,13030635.646571744,9887.93107738854,7.0368056,12303983.701570485,17626.469655177134,4.9455385000000005,4.9171205,4.9739566,1458.0,280.0,280.0,0.04999999999999982,0.050000000000000044,0.04999999999999982,802000000.0,280000000.0,8.904174368284163,0.1516240086445268,0.13033376849500614,0.016084980811231487,3.8387861449465945,0.694213587105208
2358,6541,222,3.9,0.14,,,2487.0,2409.0,2271.0,1704.0,3145.0,68,1454.0,5309.0,95,2160.0,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.51,2554894732346840320,6.4033427000000005,51761783.69125502,17503.342590214503,6.650587,30221806.58810891,34477.5147139612,6.061785700000001,30203249.625862274,36857.99905537952,9.864437,9.797842,9.931032,658.0,783.0,658.0,0.1100000000000001,0.18999999999999995,0.1100000000000001,2487000000.0,658000000.0,9.395675785269937,0.11490380743560098,0.14301480025409505,0.034368628064286144,3.8156441491319653,0.9940723034989386
2381,8364,284,3.99,0.14,,,647.0,715.0,739.0,601.0,912.0,68,290.0,1090.0,95,776.0,1.9,1.89,1.83,1.7,2.0,68,1.6,2.2,95,1.99,2348351713587309568,5.116239,169375516.21763745,368911.2143109792,5.2185607,113013690.20256548,184207.7924316972,5.040354,77379586.46320748,232195.2053618512,,,,265.0,46.0,46.0,0.10000000000000009,0.19999999999999996,0.10000000000000009,647000000.0,46000000.0,8.8109042806687,0.030877196549535676,0.2787536009528289,0.022857604310697485,3.9224140241456342,
2484,11576,394,4.41,0.14,141.0,0.0,65.0,79.0,117.0,42.0,197.0,68,11.0,244.0,95,5.0,2.71,2.7,2.67,2.5,2.8,68,2.4,3.0,95,3.02,4900927434176620160,4.289342,362751673.8311398,897976.6722191244,4.3259153,257151509.9566292,555757.0036882376,4.4028797,139192612.41012943,311847.5446805645,,,,132.0,23.0,23.0,0.08999999999999986,0.20999999999999996,0.08999999999999986,65000000.0,23000000.0,7.812913356642856,0.1536734320580737,0.4329692908744057,0.014423063974646714,4.063558518110981,
2543,6810,232,4.11,0.14,,,1411.0,1650.0,1753.0,1129.0,2658.0,68,307.0,4467.0,95,1788.0,1.37,1.37,1.35,1.3,1.5,68,1.2,1.6,95,1.43,427987757273707520,7.055783,28381352.22316819,5411.582850021799,7.262776,17196689.18486343,19467.549523672507,6.757077000000001,15919782.416607045,21894.88757767336,7.964823,7.929675599999999,7.999969999999999,1247.0,282.0,282.0,0.1299999999999999,0.07000000000000006,0.1299999999999999,1411000000.0,282000000.0,9.149527013754348,0.08679733798491637,0.1367205671564068,0.041210425290089545,3.833147111912785,0.9011761290414287
2578,9717,330,4.33,0.14,86.0,0.0,160.0,195.0,294.0,116.0,436.0,68,28.0,516.0,95,76.0,2.14,2.13,2.11,2.0,2.2,68,1.9,2.4,95,2.09,4900916679578514048,5.0347404,182578717.47706905,358479.86100077257,5.090726,127134925.1770904,439953.538993592,5.0503235,76672330.37498282,223157.92752658136,,,,276.0,44.0,44.0,0.06000000000000005,0.14000000000000012,0.06000000000000005,160000000.0,44000000.0,8.204119982655925,0.11943098252339425,0.33041377334919086,0.012176480801025761,3.9875322027298394,
